Year,State,Top10_adj,Top5_adj,Top1_adj,Top05_adj,Top01_adj,Top001_adj
1917,Alabama,30.73694229,21.72307205,14.69934464,10.87990284,5.478880405,1.863416314
1918,Alabama,30.24928284,24.58886147,11.71613216,8.256793976,3.785542488,1.027507424
1919,Alabama,31.84976387,26.4356842,13.43721199,9.773516655,4.572405815,1.211457372
1920,Alabama,32.97611618,27.25469398,12.32191658,8.940459251,4.115619659,1.116580725
1921,Alabama,35.41423416,30.72296333,13.7149744,9.686889648,4.453303814,1.385330081
1922,Alabama,35.35566711,30.60302162,14.40902042,10.26449585,4.771714687,1.253470182
1923,Alabama,34.71931839,29.25240326,13.67565441,10.0326376,4.847818851,1.498197913
1924,Alabama,35.48809433,30.5770359,14.84949207,10.83817005,5.200247288,1.530255437
1925,Alabama,34.22441101,26.51398849,16.15468788,11.86155987,5.444741249,1.461099386
1926,Alabama,34.44676208,25.6788559,15.4890995,11.42810726,5.261078835,1.501413584
1927,Alabama,33.7733078,25.96710587,15.91982555,11.77772045,5.433860302,1.571977854
1928,Alabama,34.97292328,27.26556015,17.99867439,13.90391636,7.724684238,3.770342827
1929,Alabama,31.38139725,23.15338898,14.54164028,10.78292942,5.276401997,1.892065883
1930,Alabama,32.57480621,23.33937836,14.68599224,10.53368378,5.022865772,1.643731475
1931,Alabama,34.04290771,23.02701378,14.77752876,10.39919472,4.627228737,1.354291201
1932,Alabama,33.97402191,24.04661369,15.12842083,10.22144699,4.37310791,1.276978612
1933,Alabama,32.24321747,22.98224831,14.81413746,10.14900494,4.486961842,1.525415063
1934,Alabama,32.28430557,23.38205147,14.21224022,9.871196747,4.258734703,1.174098253
1935,Alabama,32.60736847,24.03479958,14.54164028,10.20659256,4.473165989,1.202759504
1936,Alabama,33.84672165,26.54443932,16.1590786,11.81415272,5.531070232,1.418543935
1937,Alabama,35.4458847,28.64481163,15.88813686,11.55376244,5.393600941,1.45291996
1938,Alabama,35.07270432,27.958498,15.32300186,10.85127449,4.849702835,1.333874822
1939,Alabama,39.33514404,33.20333862,16.48368073,11.61384392,5.238163471,1.385039926
1940,Alabama,47.02009583,37.63594437,16.68818855,12.37492847,5.803963184,1.627758622
1941,Alabama,42.32264709,33.07146454,16.29079819,12.23227501,5.847243786,1.687040687
1942,Alabama,37.13908005,27.27408981,13.56399918,10.29858971,5.005777359,1.405704618
1943,Alabama,34.76994705,24.75473022,12.14904213,9.228569984,4.431485653,1.161107659
1944,Alabama,32.38460541,22.14090538,10.46419811,7.970499992,3.634774685,0.953085244
1945,Alabama,33.23833084,22.95979691,10.97299099,8.468107224,3.753807783,0.891632557
1946,Alabama,39.39242172,27.93816185,13.48733425,10.11738014,4.515231609,1.261180997
1947,Alabama,37.15622711,26.12362289,12.2632494,9.095620155,4.0220294,1.110161543
1948,Alabama,36.89424515,25.78197289,12.16616535,8.804494858,3.722808838,1.019086719
1949,Alabama,38.15867615,26.21509361,11.69960022,8.524989128,3.615133047,1.069738626
1950,Alabama,39.01289749,26.80175972,13.04975224,9.412765503,4.148233414,0.965129018
1951,Alabama,36.89053726,23.69476128,11.45962334,8.247462273,3.622291565,1.045318127
1952,Alabama,35.62298584,22.34391975,10.56210041,7.627028465,3.067612886,0.886797667
1953,Alabama,34.13062668,21.14196968,9.846119881,7.094398499,2.90056777,0.839263976
1954,Alabama,36.56987762,23.06547165,10.86018562,7.873955727,3.379717827,1.004382014
1955,Alabama,34.63789368,22.55629349,11.08806992,8.12385273,4.041747093,1.571035624
1956,Alabama,33.58414078,22.13685036,10.5114603,8.120325089,3.489346981,1.103806257
1957,Alabama,35.29730225,23.36784935,9.757862091,7.096699715,2.786599874,0.726808548
1958,Alabama,35.92924118,24.13086128,10.22345066,7.582150459,3.088326693,0.865027606
1959,Alabama,36.39957428,25.17888069,10.58468246,8.074337006,3.302582026,0.697695315
1960,Alabama,35.68379211,24.22154808,9.931370735,7.399306774,2.953794479,0.811965346
1961,Alabama,35.70037842,23.46011162,9.350663185,6.840594292,2.697965622,0.786161005
1962,Alabama,36.39994049,23.87947083,9.506201744,7.170418262,2.868444204,0.7479105
1963,Alabama,36.53944778,24.12547493,10.04532528,7.43437624,3.008955717,0.845862806
1964,Alabama,37.64330673,24.23335648,11.37712097,6.895833015,2.895831347,0.830342293
1965,Alabama,37.91508102,23.88976288,11.08544731,6.838634014,2.880331993,0.754081607
1966,Alabama,37.52305984,23.60705566,10.76857853,6.822782993,3.185588121,1.230005622
1967,Alabama,36.62695313,23.72386932,10.53176212,6.628410816,3.006153107,1.102583885
1968,Alabama,36.10679626,24.64366913,10.85171795,7.252875805,3.036280155,1.095861912
1969,Alabama,34.71522141,23.72498322,10.16917801,6.724238873,2.778911829,0.970996737
1970,Alabama,35.65175247,22.51360321,9.476951599,6.284439087,2.372489929,0.810180545
1971,Alabama,36.99773788,23.69288254,10.03174973,6.757106304,2.624135494,0.804587305
1972,Alabama,36.57796097,23.85108566,9.976192474,7.283321857,3.040966272,0.985190392
1973,Alabama,35.39163971,23.51499176,9.556977272,7.098718166,2.897336483,0.835724115
1974,Alabama,35.77581787,23.66583633,9.616834641,7.149649143,2.909635544,0.803274751
1975,Alabama,36.31523132,23.76844978,9.451067924,6.924540043,2.778455496,0.795706689
1976,Alabama,35.56722641,23.29681396,9.510318756,6.43195343,2.594750166,0.778273702
1977,Alabama,35.33386612,23.66298485,9.936615944,6.474495411,2.690123558,0.808243454
1978,Alabama,34.89014816,23.07800674,9.364099503,5.891096115,2.28800416,0.507208645
1979,Alabama,36.20805359,23.79968452,9.993279457,6.377915859,2.718240738,0.781880736
1980,Alabama,38.16719437,23.80164337,10.0110445,6.745866776,3.029871225,0.977302313
1981,Alabama,36.94244003,22.43699074,9.347866058,6.716565132,3.024199486,0.8928321
1982,Alabama,35.2821846,21.57910156,10.65956593,7.791469097,3.997209787,1.608989716
1983,Alabama,35.75229645,22.20331764,11.21325397,8.249028206,4.263746262,1.653107047
1984,Alabama,38.0420723,24.66183281,11.71527863,8.714789391,4.6550107,1.924800754
1985,Alabama,38.6677475,26.38282967,12.44274712,9.294573784,4.937400818,1.962579846
1986,Alabama,40.79990387,29.68480682,15.30971718,11.9044714,6.666496754,2.823589802
1987,Alabama,37.24869537,25.90045547,11.5369339,8.357751846,4.045749664,1.427999377
1988,Alabama,38.84190369,27.67827606,13.58374023,10.26437855,5.354838848,2.025259495
1989,Alabama,39.89580917,26.14356804,12.78934288,9.306186676,5.047562599,1.980026364
1990,Alabama,40.0226059,26.1031208,12.40133572,9.117835999,4.755609512,1.786159635
1991,Alabama,39.441185,26.08185387,12.08644009,8.892571449,4.501002789,1.649649501
1992,Alabama,40.66211319,27.83929443,13.13933563,10.11691761,5.291116238,2.071888924
1993,Alabama,40.58651733,27.90514946,12.65707779,9.671014786,4.924226761,1.8718642
1994,Alabama,41.21259308,28.97783089,13.31935692,10.30788803,5.408777237,2.137054443
1995,Alabama,41.63217926,29.50037956,13.88619804,10.89830399,5.76490593,2.242829561
1996,Alabama,41.93828964,29.87795258,14.44807625,11.24461937,5.976826191,2.33727479
1997,Alabama,41.93899918,30.24669075,15.83560181,11.34083462,5.677800655,2.146054745
1998,Alabama,42.45499039,30.80892372,16.48252678,11.66363525,6.184370041,2.474147558
1999,Alabama,42.65926361,31.01736832,16.47875404,11.56183624,6.335777283,2.50769043
2000,Alabama,42.20446396,30.66991997,16.00579071,11.13018513,6.22947073,2.510838509
2001,Alabama,41.29143524,29.37799263,14.74911404,9.997387886,5.135436535,1.967982411
2002,Alabama,41.70969009,30.39678001,14.14912605,10.68986034,5.706084251,2.262709618
2003,Alabama,42.34822083,30.88485718,14.65053749,11.1413908,6.04572916,2.467357635
2004,Alabama,42.40258408,31.40259933,16.12270927,12.5678854,7.178376675,3.059821606
2005,Alabama,44.45602798,33.55674744,18.47659492,14.74916267,8.79052639,3.895794868
2006,Alabama,47.84804916,35.74814224,20.4224472,16.49108887,10.02991486,4.571251392
2007,Alabama,47.63360977,34.74723816,19.98053169,16.1091938,9.794730186,4.520718575
2008,Alabama,46.54880524,33.022789,17.85739899,14.1023798,8.310718536,3.770566463
2009,Alabama,44.71696854,31.07441139,15.33664799,11.71905708,6.528049469,2.849271774
2010,Alabama,46.23836136,32.4332428,16.74658585,12.43021584,7.687105179,3.945680857
2011,Alabama,46.62322998,32.13449478,16.14173126,11.99441051,7.113105774,3.330628872
2012,Alabama,46.95162964,32.40377426,16.65284157,13.06978989,7.462114811,3.202159405
2013,Alabama,46.01422501,30.61178017,14.54250717,10.84741592,5.653993607,2.12954998
1959,Alaska,21.48792458,13.03549194,4.177683353,2.781477451,0.757328153,0.147801325
1960,Alaska,22.37611389,14.81359005,4.859967232,2.863064528,0.898177922,0.119304344
1961,Alaska,23.56510162,14.67430401,5.471930027,3.731649876,1.347245097,0.25783217
1962,Alaska,23.63446808,14.40628719,4.704111099,3.228931189,1.088700056,0.195774421
1963,Alaska,23.04978943,13.73374844,4.686896324,3.127334356,1.118131161,0.239571497
1964,Alaska,23.72432899,14.4877243,4.855094433,3.049139261,1.13779819,0.351450205
1965,Alaska,24.89941025,14.80164814,5.192546844,3.376618862,1.187107205,0.375071764
1966,Alaska,24.49697685,14.72888565,4.557161808,2.858412981,1.188260317,0.346896291
1967,Alaska,23.94052887,14.69899559,4.745443344,3.026031971,1.077630281,0.294273764
1968,Alaska,23.62944221,14.75438118,5.459494114,3.429789305,1.203971267,0.348137558
1969,Alaska,25.86722946,16.44568253,5.187546253,3.35860157,1.212974429,0.443889886
1970,Alaska,23.67184448,14.47037125,4.956270218,3.332751751,1.138734698,0.462523937
1971,Alaska,25.47374153,16.02055931,5.290911198,3.547754288,1.271481633,0.284510285
1972,Alaska,24.65419197,15.18684864,5.237933636,3.553385973,1.324314475,0.32778129
1973,Alaska,25.29571915,15.40112877,5.59992218,3.617233753,1.397590756,0.323003322
1974,Alaska,23.19274139,14.42865944,4.961171627,3.456030607,1.301786065,0.302169681
1975,Alaska,21.21284866,13.44606209,4.235769749,3.168207169,1.148013949,0.29166767
1976,Alaska,20.37201118,12.65201569,4.013024807,2.984958172,1.088207006,0.287769943
1977,Alaska,21.80581093,13.69840527,4.567631721,3.316107035,1.206939459,0.264039963
1978,Alaska,23.18885994,14.55113506,4.764849186,3.270622253,1.144521952,0.210448578
1979,Alaska,25.21767044,15.06087685,5.255713463,3.537171602,1.367714405,0.416779667
1980,Alaska,25.4820919,14.37908745,5.327894688,3.307389021,1.364210725,0.380360454
1981,Alaska,25.21919441,14.28188419,6.077020645,3.655413389,1.626770258,0.447569191
1982,Alaska,29.37487793,16.47966385,6.058968544,4.141856194,1.818874002,0.586118579
1983,Alaska,36.3420105,20.4497242,8.105787277,5.651994228,2.579712868,0.837138712
1984,Alaska,31.87581444,19.87670326,8.170892715,5.793064594,2.767732143,0.975608647
1985,Alaska,30.47011566,19.32561493,8.114345551,5.793192387,2.770536423,0.947591424
1986,Alaska,29.45944405,19.52459908,8.869695663,6.530082226,3.22106719,1.137795806
1987,Alaska,28.50226593,18.5395031,7.61239624,5.324658871,2.37597394,0.746418476
1988,Alaska,28.61138153,19.13043785,8.496770859,6.150306702,2.903749943,0.952076256
1989,Alaska,29.12888718,18.83943176,8.205978394,5.805300236,2.635027647,0.837553978
1990,Alaska,34.46343231,23.07458496,11.33475685,8.872599602,5.00916338,2.183749437
1991,Alaska,31.56272507,20.35403633,8.327889442,5.945317268,2.67897296,0.850065708
1992,Alaska,32.53647614,21.35853767,8.877975464,6.37213707,2.920049667,0.946449041
1993,Alaska,32.54722977,21.18655014,8.575756073,6.051569939,2.676430225,0.831698775
1994,Alaska,32.82469559,21.33440971,8.7202034,6.256602764,2.861166,0.928565443
1995,Alaska,32.14953613,20.85534286,8.948009491,6.361071587,2.888417482,0.903243661
1996,Alaska,33.05980301,21.48793221,9.738123894,6.995440006,3.305045128,1.091988683
1997,Alaska,33.70972443,22.57200432,10.29881668,7.137733459,3.365756512,1.151654005
1998,Alaska,35.53910065,24.11484146,11.37452221,8.089845657,4.123215199,1.60104394
1999,Alaska,35.01079178,23.51602745,10.54658985,7.26279068,3.481665373,1.052373171
2000,Alaska,36.19701004,24.807024,11.64512539,8.303144455,4.532566547,1.758877158
2001,Alaska,34.52501678,23.11292267,10.30705166,7.123034954,3.341070414,1.044448256
2002,Alaska,33.95282745,22.23019981,10.22462559,7.373757362,3.53305006,1.200423002
2003,Alaska,34.45527267,23.07086182,11.13944244,8.251235962,4.211997509,1.575074434
2004,Alaska,34.8710289,23.95193672,11.81898785,8.814951897,4.544005871,1.672550201
2005,Alaska,34.43871307,24.46649933,12.46887112,9.418447495,4.937602997,1.821350217
2006,Alaska,35.759758,25.74968719,13.39634705,10.20099545,5.413963795,2.030451775
2007,Alaska,36.08169174,26.43133736,13.90085888,10.66313171,5.775570393,2.259319782
2008,Alaska,37.48816299,27.44159698,13.88281822,10.54331398,5.674258232,2.260936022
2009,Alaska,35.60634995,25.72328377,12.38206482,9.22629261,4.847790718,1.94622004
2010,Alaska,35.26301193,25.56317711,12.306077,9.474181175,4.805960178,1.80146575
2011,Alaska,34.87049103,24.98578262,11.57385254,8.818722725,4.208316803,1.409406543
2012,Alaska,35.89104462,26.29141235,12.96111774,10.14308071,5.277870178,1.972951531
2013,Alaska,34.18489838,24.7035656,11.1204586,8.520652771,4.12713623,1.426532865
1917,Arizona,35.10365677,24.48657799,12.01975441,8.995215416,4.388184547,1.394697666
1918,Arizona,35.65187454,24.36481857,11.88272095,8.641447067,4.162453175,1.405260324
1919,Arizona,32.59584427,22.08253288,10.07615185,7.107679367,3.110544682,0.860602438
1920,Arizona,31.19498634,20.2740078,8.484786987,5.799079895,2.475580454,0.49966827
1921,Arizona,39.04849625,23.33934784,8.598173141,5.547367573,2.127875566,0.493353784
1922,Arizona,38.69671249,25.70907021,9.957972527,6.745074749,2.940156698,0.744546056
1923,Arizona,36.89543533,23.93304253,9.22690773,6.34047842,2.795484066,0.773100436
1924,Arizona,39.55305862,26.64383888,10.65065479,7.379683018,3.204174995,0.912405849
1925,Arizona,42.55818939,32.69642639,14.55007076,10.21351051,4.830814362,1.600941658
1926,Arizona,42.81238556,31.65990257,14.24377441,9.923381805,4.34882164,1.324562669
1927,Arizona,41.74148941,31.94578362,14.99483967,10.62603378,4.960243702,1.875582695
1928,Arizona,43.29411316,33.83015823,17.87656403,13.63731956,7.809008598,3.332618237
1929,Arizona,40.3812294,29.91055298,14.66832542,10.71928787,5.501015663,2.253235102
1930,Arizona,37.77601242,27.38394928,12.24359608,8.625541687,4.171517849,1.718690038
1931,Arizona,37.71007919,26.26222229,11.66787148,7.881097317,3.37724781,0.983037889
1932,Arizona,38.79191589,28.4508419,11.25609303,7.347229481,2.920996666,0.779730082
1933,Arizona,35.81124496,26.29881287,10.95103168,7.103786945,2.840303659,0.851978958
1934,Arizona,40.55084229,30.32779503,11.86770439,7.860699177,3.065900326,0.760048628
1935,Arizona,40.8458519,29.552248,12.22613335,8.235829353,3.444596052,0.893569946
1936,Arizona,43.98976135,32.21744919,14.16775608,9.882905006,4.512695313,1.224790692
1937,Arizona,44.60103607,30.60113716,13.12240887,9.135887146,3.936504841,1.012746215
1938,Arizona,42.56272888,29.05376053,11.77657604,8.127907753,3.45619297,0.814668298
1939,Arizona,43.27540588,29.36042404,11.98189735,8.239953995,3.548237324,0.758972228
1940,Arizona,44.32115173,29.45410919,12.08398724,8.400846481,3.582238674,0.785151184
1941,Arizona,39.74341583,27.08353043,12.56807899,9.07574749,4.02032423,1.092707396
1942,Arizona,32.25354767,22.66664124,11.65816975,8.768415451,4.550153255,1.908676147
1943,Arizona,25.91953468,18.54385567,9.607420921,6.994713306,3.151513815,0.820448577
1944,Arizona,27.0416317,18.79641342,9.215340614,6.711366653,2.993251324,0.92456466
1945,Arizona,30.44963455,21.63389397,10.61450672,7.81618309,3.533406019,1.15583849
1946,Arizona,34.1102562,24.43047523,11.80010509,8.401460648,3.739069223,1.138771772
1947,Arizona,31.02024269,21.78669548,10.18730831,7.049708366,2.828480959,0.710484385
1948,Arizona,34.05846786,23.11875343,11.31260777,8.104824066,3.366016388,0.841749191
1949,Arizona,31.53853607,21.09973526,10.22103596,7.51248455,3.167185068,0.759962201
1950,Arizona,36.71338272,25.51032639,13.82903481,10.09246826,4.627968311,1.398635864
1951,Arizona,31.97388268,22.04727173,11.59418678,8.280278206,3.485992908,0.870256364
1952,Arizona,30.4913044,21.05597687,10.58053684,7.345366955,3.085396528,0.837951124
1953,Arizona,27.63839149,18.47808647,8.810814857,6.259558678,2.685261488,0.701756597
1954,Arizona,30.2580719,20.87228584,9.908416748,6.951150894,2.965783119,0.758619905
1955,Arizona,30.42054939,21.5869503,10.55589294,7.313686848,3.077396393,0.857283652
1956,Arizona,30.15585327,21.66597748,10.45920467,7.801534176,2.942899466,0.801652074
1957,Arizona,32.85125351,22.36597633,10.00372791,7.046723366,2.893480062,0.831326425
1958,Arizona,34.08720779,23.15071487,9.886072159,6.923802853,3.107916117,1.022218108
1959,Arizona,35.00206757,24.18976593,10.94211483,7.693962097,3.397286415,1.198379397
1960,Arizona,34.65929031,23.43111038,10.62725163,7.678837299,3.553886652,1.534700632
1961,Arizona,33.74201202,22.84361267,9.943376541,7.119913578,3.152905703,1.083353639
1962,Arizona,33.73395157,22.60533142,9.709181786,6.944969654,2.966792345,0.938763082
1963,Arizona,33.89958572,22.5038662,9.532828331,6.640089989,2.847675085,0.901139021
1964,Arizona,34.81912994,23.08116722,10.10141182,6.764106274,3.010055065,1.119306684
1965,Arizona,35.51523972,23.33487129,10.84235954,7.229215622,3.341314793,1.29859066
1966,Arizona,33.1906929,21.51417542,9.680957794,6.353711128,2.728006601,0.915385604
1967,Arizona,35.20896149,23.96973991,10.19180584,6.781543732,3.115163565,1.284377933
1968,Arizona,34.5499115,23.69032288,10.68944645,7.287456512,3.283828259,1.378926516
1969,Arizona,33.18347931,22.16195869,9.92723465,6.931452751,3.291403532,1.458368182
1970,Arizona,32.59555817,21.43328857,8.747608185,6.016574383,2.318740368,0.755580544
1971,Arizona,33.03325272,22.10363388,9.170714378,6.210692406,2.704228878,0.83068043
1972,Arizona,32.71659088,21.95479202,9.168780327,6.24116087,2.759012461,0.828964651
1973,Arizona,32.02091217,21.40518188,8.848818779,5.925410271,2.462047577,0.786820889
1974,Arizona,31.98526192,21.08304787,8.645606041,5.827397823,2.395161867,0.701094508
1975,Arizona,32.09202194,20.72620964,8.250973701,5.509511471,2.214899063,0.643551946
1976,Arizona,31.72955513,21.02367401,8.431473732,5.498475552,2.18509841,0.59281522
1977,Arizona,32.43195724,21.32947159,8.38580513,5.488780499,2.284085751,0.707018018
1978,Arizona,32.68477631,21.56719398,8.553933144,5.72542429,2.319094419,0.683911443
1979,Arizona,32.48184967,21.59113121,9.154973984,6.384913921,2.966793776,1.068097949
1980,Arizona,31.88042259,20.84440613,8.558009148,6.134730339,2.81028676,0.871688128
1981,Arizona,31.70624161,20.69561005,8.548779488,6.22851038,2.963088274,1.03142786
1982,Arizona,34.02925873,22.17247963,9.975681305,7.224089622,3.626950741,1.415531874
1983,Arizona,33.19100952,21.64692497,10.14625072,7.428827763,3.797816277,1.449480176
1984,Arizona,35.20006561,23.99365807,11.0388031,8.215255737,4.392756939,1.819069743
1985,Arizona,36.49462509,25.25204086,11.9023695,8.931513786,4.79499054,1.935035586
1986,Arizona,39.68923187,28.6286335,14.96683598,11.70610428,6.645020962,2.869698048
1987,Arizona,37.18535233,25.44797897,11.74857616,8.643324852,4.336499214,1.611067414
1988,Arizona,38.25555801,27.04270363,13.66780853,10.45950794,5.619445801,2.216640711
1989,Arizona,37.87105179,25.74863815,12.00566673,8.929948807,4.376277447,1.552270532
1990,Arizona,39.65886307,27.05340767,12.54214287,9.425629616,4.651871681,1.673085809
1991,Arizona,39.11707306,26.68958473,11.86214447,8.765439034,4.214097023,1.467047811
1992,Arizona,40.59026718,28.34958076,12.93333435,9.777410507,4.89997673,1.805113077
1993,Arizona,40.5854454,28.27131462,12.71181393,9.600946426,4.816993237,1.792876124
1994,Arizona,40.2141037,28.09760666,12.90290833,9.77200985,4.994464397,1.900469065
1995,Arizona,41.64043427,29.51070213,14.05568218,10.82008266,5.680896282,2.186630964
1996,Arizona,43.51909256,31.53878593,16.39512253,12.70038414,7.133236408,3.018434525
1997,Arizona,44.59365845,32.70780563,17.41157722,13.06029701,7.410188198,3.184378147
1998,Arizona,44.82761383,33.10404587,17.87245178,13.69867516,8.018930435,3.342936039
1999,Arizona,45.37134552,33.56906891,18.09818077,13.80144787,8.107183456,3.301191568
2000,Arizona,45.48717499,33.80403137,18.32298088,13.94498348,8.401185989,3.520754814
2001,Arizona,43.14060974,31.07208443,15.83571339,11.59678555,6.57927227,2.655465364
2002,Arizona,42.09803009,30.23247528,14.88185692,11.27801228,6.06308794,2.428916931
2003,Arizona,43.59944916,31.58530235,15.98351765,12.26369095,6.79360342,2.855724812
2004,Arizona,47.34555435,35.37260437,19.41508865,15.35764408,9.075248718,4.061246395
2005,Arizona,50.50734711,38.80792236,22.66134071,18.31323814,11.2304678,5.184398174
2006,Arizona,50.77630234,38.59302139,23.07547569,18.81346703,11.70077515,5.505881786
2007,Arizona,49.31801987,36.63125229,21.63524628,17.54387474,10.81039906,5.085706234
2008,Arizona,47.18406677,33.36065674,18.00382996,14.12683201,8.201675415,3.642402649
2009,Arizona,46.97472763,32.63573456,16.12789726,12.25993156,6.747609615,2.894806862
2010,Arizona,48.65074158,33.92316818,16.86220551,12.52031136,7.410198212,3.339988232
2011,Arizona,49.1135788,33.83193588,16.65009499,12.56314468,7.202590942,3.092525482
2012,Arizona,49.68338776,35.18268204,18.45410728,15.00639248,8.699596405,3.904992104
2013,Arizona,49.00724411,33.73843765,16.35735893,12.70236015,6.883450031,2.84481144
1917,Arkansas,27.2478981,18.53835678,11.41971397,8.285024643,3.734975815,0.97498107
1918,Arkansas,27.26214027,21.50329018,11.90188694,8.441880226,3.590215445,0.895031333
1919,Arkansas,26.70196342,21.09390259,10.05204105,7.079897881,3.022250175,0.768338978
1920,Arkansas,28.13166618,22.50163841,9.783608437,6.908343792,3.109396458,0.861477852
1921,Arkansas,29.51483345,24.49553871,10.8047514,7.485464096,3.285882473,0.797052503
1922,Arkansas,29.67865562,24.62281036,11.91493416,8.51484108,3.911672354,1.072780013
1923,Arkansas,29.24992943,24.1614418,11.08788872,7.747242928,3.789226532,1.136934876
1924,Arkansas,29.62389755,24.43404961,11.25520229,7.993928909,3.807149649,1.14082706
1925,Arkansas,29.12436295,21.56493378,12.73581409,9.297184944,4.416682243,1.373502731
1926,Arkansas,29.74960136,21.26324081,12.58300018,9.057577133,4.359257698,1.457445621
1927,Arkansas,29.38447762,21.71852112,13.49060822,9.826951027,4.864616394,1.790178657
1928,Arkansas,30.30815887,22.73305511,14.23181534,10.11841965,4.487047195,1.237008572
1929,Arkansas,28.7203331,20.6204071,12.92941761,9.161940575,3.937591076,1.106557131
1930,Arkansas,28.45630264,19.52635384,12.88243961,8.844227791,3.613688946,0.947211862
1931,Arkansas,27.06784821,16.87356186,11.22482014,7.922389507,3.02289629,0.691638291
1932,Arkansas,28.17859268,18.7487793,12.78616333,8.48758316,3.124498844,0.737358451
1933,Arkansas,29.8158989,20.72599983,14.06285095,9.354514122,3.706591368,0.944640577
1934,Arkansas,31.19442749,22.35316658,14.98555279,10.37047386,4.423864841,1.147313714
1935,Arkansas,29.54025269,21.12693214,14.33498573,9.875865936,4.240597725,1.109345675
1936,Arkansas,31.42066765,24.1504631,16.50842667,12.0810957,5.551303864,1.450467944
1937,Arkansas,30.15329742,23.3611908,14.97598553,10.71095753,4.846577168,1.311635494
1938,Arkansas,31.9386158,24.8537674,15.65206528,11.05214596,5.017875671,1.407330275
1939,Arkansas,32.7911377,26.55338478,15.90382767,11.29720783,5.002494335,1.278568625
1940,Arkansas,40.75310516,36.49981689,16.58065796,12.03148365,5.429741383,1.359935403
1941,Arkansas,45.54037857,36.25403595,17.99571419,13.52156639,6.16392231,1.616479635
1942,Arkansas,37.47256851,27.47810173,13.71157074,10.3272562,4.772623539,1.315161824
1943,Arkansas,39.14677429,26.69273758,13.38378239,10.04887104,4.698898315,1.199583411
1944,Arkansas,34.61839294,23.47307777,10.97887039,8.289757729,3.797172546,1.057942748
1945,Arkansas,33.81857681,23.95243073,10.95754433,8.409006119,3.859871626,1.074612737
1946,Arkansas,38.87789536,27.9889946,13.4251833,10.0063448,4.45928812,1.206567645
1947,Arkansas,40.75376129,28.63391876,13.36074734,9.961854935,4.517935753,1.196231127
1948,Arkansas,36.48551941,25.78976822,12.12408066,9.121231079,4.154695034,1.195157647
1949,Arkansas,38.8236351,26.95430756,11.95920563,8.827889442,3.846135378,1.029389739
1950,Arkansas,39.54403305,27.44359016,12.83459568,9.562748909,4.365377903,1.019538641
1951,Arkansas,37.65182877,25.38393974,11.3331356,8.131969452,3.514930725,0.975690901
1952,Arkansas,34.48266983,23.37862015,10.55271816,7.584506512,3.238425255,0.786366403
1953,Arkansas,36.67698669,23.56930923,10.49228859,7.500874519,3.161143064,0.977848828
1954,Arkansas,40.04641724,26.35396194,12.62004089,9.432484627,4.429510117,1.858432055
1955,Arkansas,36.88289261,23.77801514,11.33127022,8.194578171,3.518865824,1.059930205
1956,Arkansas,38.54543686,24.21051407,11.31190205,8.416013718,3.274905443,0.808169305
1957,Arkansas,37.19457245,24.90932655,10.08943558,7.400113106,2.914866209,0.882644951
1958,Arkansas,38.87500763,26.24789429,10.89493465,8.22453022,3.351708651,1.188410997
1959,Arkansas,37.87334061,26.37166405,11.18720055,8.470907211,3.407264233,1.086283922
1960,Arkansas,37.21757889,25.70532227,10.66743183,7.893863678,3.352364063,0.951307535
1961,Arkansas,36.92350769,24.85718727,10.74574757,8.107671738,3.421570539,1.080143929
1962,Arkansas,38.05049896,25.71705818,10.88145733,8.345126152,3.529158831,1.112819195
1963,Arkansas,38.50632858,25.95797157,11.09479237,8.052623749,3.469191313,1.004996896
1964,Arkansas,39.74989319,27.2771492,12.45202637,7.55136776,3.175932407,0.988623321
1965,Arkansas,40.73241043,26.98642731,13.35164452,8.068091393,3.593488455,1.438738108
1966,Arkansas,38.55246735,24.42820168,11.94287586,7.196496487,3.079729795,1.00026083
1967,Arkansas,39.16464233,25.29450989,11.5250721,6.849177361,2.853095531,0.850676954
1968,Arkansas,38.94097519,25.7962513,11.85548401,7.862130642,3.147188187,1.149300575
1969,Arkansas,37.11958313,25.17188835,11.32751274,7.670208454,3.487421036,1.767660379
1970,Arkansas,37.07535934,24.04465866,10.12246132,6.439956188,2.450423956,0.804207087
1971,Arkansas,37.8388443,24.5405426,10.54277325,6.835429668,2.619446993,0.912184238
1972,Arkansas,36.88302612,24.33819771,10.58777809,7.35913229,2.84002018,0.972109258
1973,Arkansas,36.52275085,24.63359833,10.48117924,7.333944798,2.900606394,0.733842432
1974,Arkansas,36.04867935,24.23970032,10.38550377,7.381043434,2.972110987,0.847952068
1975,Arkansas,35.73925018,23.80633545,10.05329418,7.143368244,2.893433571,0.971611559
1976,Arkansas,36.89738083,24.47839928,10.25203896,6.711367607,2.636433601,0.728151917
1977,Arkansas,35.66077042,24.42245293,10.45819569,6.687392712,2.675950527,0.791886747
1978,Arkansas,33.73063278,23.27816391,9.51279068,5.959843159,2.309132099,0.619672835
1979,Arkansas,35.90327072,24.35091972,10.30357265,6.589474201,2.794815779,0.973194778
1980,Arkansas,37.641922,24.02721024,10.04799271,6.698287487,2.814923763,0.767596245
1981,Arkansas,37.35286331,22.64202881,9.641844749,6.729979515,3.154284239,1.094160438
1982,Arkansas,34.76716614,21.14087105,10.9121027,8.075050354,4.263058186,1.787775755
