"State","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"Maryland",22.46443939,18.73431206,18.98906136,17.31545067,19.0505085,20.52475357,20.79388809,20.07448196,24.56599045,23.26994705,25.30925179,27.06618881,23.4914875,19.09658241,16.72338867,16.05205154,17.07096672,17.12718773,17.74687576,19.92760468,18.1151123,16.22541809,16.54274368,16.17883301,15.17323589,12.14627171,11.36341763,10.26815414,11.25356483,12.31865788,11.32683659,11.00105762,10.34408188,11.29133224,10.47898769,9.658207893,8.59168911,9.320983887,9.106036186,8.608599663,8.284888268,8.308242798,10.0726862,8.643421173,8.73818779,8.282217979,8.208665848,9.144935608,9.438686371,8.64316082,8.882951736,9.733286858,9.232526779,7.471951008,7.810493946,8.280608177,7.998085976,7.601055145,7.045431614,7.060926914,7.300358295,7.412331104,8.490816116,8.128797531,8.558914185,8.807412148,9.364154816,9.761019707,10.60087013,13.57422447,11.05344582,13.24238968,12.6123085,11.93626785,10.99267673,11.71405029,11.55466557,11.72812843,12.23112583,13.35902214,14.94886494,15.89114666,16.38515663,17.93191719,14.74447155,13.82698059,14.5426693,16.30272293,17.34091187,17.69696808,18.33968353,15.03395271,13.41197109,14.36526966,14.58070564,15.87700748,14.26525021
"Massachusetts",23.45312119,21.29429436,21.04996109,16.87432289,17.10801506,19.31044579,17.09686661,20.51041985,22.8055687,20.86765862,22.42812347,24.78436089,25.74130249,18.12260056,14.93559265,14.59114361,15.79974174,15.48460865,16.25887108,18.94327927,17.15981674,13.83786011,15.3004055,15.31788445,14.56772614,12.95132923,12.04586029,11.27343464,12.7300024,13.06887436,11.98025227,11.95100212,11.539814,12.49280548,11.77145863,11.17567253,9.967770576,10.50538731,12.19272804,10.22378731,9.987884521,10.59533596,10.72023201,10.66384315,10.24460602,9.458342552,9.445972443,9.98829937,10.83572292,10.38303757,10.9244957,11.31432438,10.31803608,9.020115852,9.300573349,9.469652176,8.926488876,8.887300491,8.643802643,8.623685837,8.812339783,9.030360222,9.754623413,10.03147888,10.3223896,11.04735279,11.21043873,11.69043255,12.55042934,16.54867744,13.22408485,14.95849133,13.80414391,13.62539673,13.34178352,14.77538776,14.80984783,14.91160488,16.71221733,18.00381279,19.74303436,21.81473351,24.27589226,31.89725113,22.14015198,18.36915398,19.74900436,21.95580673,23.79183578,24.71528816,26.78372765,21.82477379,19.10150337,24.36419106,24.33621025,26.49435425,24.3812561
"Michigan",16.41001129,15.53290367,16.37661743,13.19994164,14.37677193,15.37056255,13.13903332,15.01720238,18.1648674,18.09197235,18.35377884,21.43218422,20.23403549,15.32253265,14.73460102,12.68439674,12.7003746,13.40550232,15.2110281,18.67742729,15.62669563,14.27758789,14.82055664,15.58606434,15.09716511,13.27735329,11.39252949,10.36421013,11.42609215,11.64249706,9.205365181,10.54692173,10.23373604,11.5221653,10.90399551,9.915882111,9.2184515,9.893462181,9.28854847,9.943359375,9.437860489,9.285433769,8.900921822,8.934084892,9.629921913,9.070123672,9.149060249,9.598252296,9.757886887,9.235173225,9.616578102,9.538280487,9.392131805,8.564853668,8.529812813,8.629603386,8.148039818,8.280376434,8.214856148,8.123303413,8.188761711,8.300616264,9.006344795,8.905745506,8.544610977,9.397515297,9.29411602,9.76186657,10.60040855,13.29206371,10.89117813,12.87842846,12.29943943,12.17574501,11.64972782,12.23818207,12.30238152,12.55400944,13.16731453,14.60596752,15.56564522,16.90776443,16.13176537,15.52907085,13.81217289,13.88253403,14.40152168,15.4516201,16.12133598,16.6018486,17.9029274,16.45808029,15.12661076,16.87948418,16.27630424,19.88162613,17.39815712
"Minnesota",12.84870911,12.39565754,11.94877243,11.8829546,12.76007271,13.6517849,12.9685688,13.62681866,15.20153141,16.62161827,17.68972206,20.20858765,17.55800819,14.51481342,14.25490475,13.1169796,14.84932327,15.26137543,13.5840807,17.38794708,13.73696327,13.03510952,13.50645542,14.10071087,13.64592552,12.25092125,11.84967995,11.12485886,12.59483719,12.26599216,11.29136372,10.89886856,10.55840683,11.3936491,10.43714523,9.838199615,9.575260162,9.791265488,10.31662083,9.957864761,9.41836834,9.586968422,9.849241257,9.748857498,10.03501034,9.32556057,9.182134628,10.15324306,10.10583591,9.670645714,9.720188141,10.1057663,9.605797768,8.188309669,8.320299149,8.624227524,7.627932549,8.000789642,8.171587944,8.736548424,8.345741272,8.241690636,9.342352867,9.307705879,8.987599373,9.410104752,10.20883179,10.07292271,10.96562958,14.22951031,10.63256264,13.0130024,12.50926399,11.92606258,11.85271835,14.21727943,13.52209377,13.37367249,14.36619473,16.03787613,15.22059441,16.49105263,16.10306931,17.32561302,15.16397953,14.74934578,15.52982712,16.67971611,18.23670006,18.50848198,19.20344353,17.66925621,15.47483063,17.12676239,16.21040154,19.06279182,16.4442749
"Mississippi",12.09571266,11.88904953,12.48675632,11.27332497,12.15756702,12.28695202,12.2497015,12.51232624,13.05619717,12.63908672,13.02127457,13.99533749,12.64307213,13.42152977,12.20513725,13.07473469,13.43822289,13.47550678,14.00732422,15.37064648,14.76161671,15.65890694,16.92777824,17.65462494,17.5092144,14.32192993,12.31859589,10.53591156,10.97300816,13.52891254,12.56680965,11.63943577,11.93277931,12.42822075,11.55439091,10.29597473,9.852090836,10.72660255,10.28240299,10.82430458,10.28380966,9.77298069,10.23355865,9.825400352,10.06119156,10.31989002,10.03326035,11.78268909,12.85579395,12.30012608,11.29570675,11.28173542,10.68259811,9.765627861,10.22475529,9.931957245,9.668741226,9.610797882,9.332605362,9.261541367,9.598899841,9.732775688,10.71027184,10.48187923,10.14908123,11.73020935,12.59192848,12.76733017,12.75015831,15.08643627,11.42717266,12.85655117,11.61810112,11.82872391,11.27901554,12.25061989,12.0164175,12.241189,12.71175289,13.05918884,14.7390852,15.29232311,15.31772232,15.14393711,14.55707359,13.11086273,13.5235672,12.99537086,15.81046867,18.02363014,16.11724091,16.32441902,13.94305992,17.43026924,13.34985352,15.16473103,13.82488441
"Missouri",17.31925583,16.41902161,17.43270493,17.27302742,15.81838131,16.90242386,15.83464909,16.81713295,19.24824142,19.26693535,20.09036446,21.93465233,19.84336662,16.76935387,15.02352524,15.47779179,15.99396896,17.0292778,16.77365875,19.84749222,17.64167786,16.29978943,16.89089775,17.30065536,16.228302,13.87539005,13.18370247,12.06675434,13.37302494,13.89848232,13.00375748,12.42945766,12.1424551,13.42039204,12.59843445,11.74816418,11.40961266,11.7679882,11.67332268,11.27653217,11.12789345,10.57628632,10.77592087,10.47106361,11.25041866,10.24934387,10.52841854,10.99138451,11.40846443,10.14825821,10.97867107,11.51655865,10.81335354,9.281299591,9.550601006,9.651981354,8.919531822,9.141880035,9.142399788,9.402357101,9.353806496,9.425616264,9.816966057,9.956412315,9.457474709,10.46111584,11.00271511,11.22227001,11.90928555,14.93763828,11.03794765,13.47928715,12.67769241,12.30215263,12.05584049,13.12239838,12.76139545,12.80111885,13.23900509,14.30121517,15.42527676,16.38029861,16.4675045,16.87640381,15.33710289,14.33386326,14.3793354,15.47662354,17.10691261,17.81137657,19.00940132,18.52777863,14.86928558,16.49108505,16.30393028,18.75632858,16.1525135
"Montana",9.649747849,9.034058571,8.054840088,7.898468018,9.046267509,9.253614426,7.923465252,8.296658516,12.05142689,14.04389477,13.66899872,15.94200134,13.65943432,11.51327515,12.69108677,11.36449146,12.1600256,12.98471928,11.23048592,12.81149292,11.11740017,10.39646816,11.46564579,11.87499714,11.39720345,12.06405449,10.06506634,8.855545998,9.474578857,9.654898643,9.123098373,9.399414063,9.314422607,8.690890312,8.2949543,8.548192024,7.031103134,7.623132706,7.501065254,7.250645161,7.879361153,7.603216648,8.771892548,7.668779373,8.611278534,6.939401627,7.07943964,8.757304192,8.311959267,7.623393059,8.653131485,8.746163368,8.286125183,7.304083824,7.643923759,6.91740799,7.775699615,7.868697166,7.775129318,8.003573418,8.445000648,7.433636189,8.491493225,8.016199112,7.574011803,8.833366394,10.43345547,10.51001358,10.28686619,11.54678535,9.485348701,12.15311146,11.92537308,10.85188007,10.17716694,10.78361702,10.72948647,11.65734482,11.42771244,11.37757969,13.18985748,14.03777504,14.32949448,15.21979523,14.17652035,13.77012634,13.88574791,15.0173893,16.35141182,17.83913422,18.28586578,16.41624069,16.90846062,15.97341728,15.03797054,18.82595444,14.37758255
"Nebraska",6.545489788,5.896680355,8.125617027,8.755442619,10.17517471,10.54867077,9.875703812,11.00425339,13.32078648,12.94538975,13.78050137,15.26241016,12.00718784,12.07050514,12.48130512,12.08250237,13.54272842,17.00161362,12.16989708,15.41841888,14.09069443,13.22731876,14.45483208,14.2447319,13.71759892,11.85385036,11.02321434,9.786214828,10.55710793,11.62165165,10.53928089,10.25619984,10.15646648,10.37541103,10.13872242,8.742124557,8.704611778,8.881088257,9.749827385,9.798778534,7.992417812,8.451366425,8.568065643,9.106247902,10.08719921,8.405931473,8.888907433,9.546260834,9.439491272,8.762381554,10.01856136,10.03713512,9.101311684,8.081963539,8.235485077,8.55300808,8.781243324,8.728144646,8.47504425,8.640435219,8.620578766,8.25526619,9.240097046,9.334480286,8.426699638,9.271450043,10.55991554,10.22113609,10.72905922,12.85548401,9.279083252,11.91343403,11.59364414,11.6789341,10.62575626,11.59760666,10.98305511,11.16211319,11.91487312,12.71304512,14.92445374,17.09288979,15.87376881,16.80142593,14.27164841,13.31654072,13.07781792,14.78936195,15.24393654,17.55058479,17.83194351,15.56339645,13.15718746,15.55540657,13.31333637,17.51634216,13.13167763
"Nevada",9.330578804,8.010654449,8.70704937,6.921573639,8.358239174,7.651323318,7.343146801,8.083247185,11.12956715,12.9973526,13.63336086,18.27031517,13.4997263,13.19043922,14.40797234,10.81421661,12.05532932,14.13851166,16.92777634,18.08032036,21.27305222,16.45145798,16.64728355,17.2116909,15.88723469,10.99663258,11.97232533,11.61293793,13.4934864,14.89074612,12.57503319,12.90579891,11.43196964,15.36531925,13.19539356,12.44171524,7.543634892,10.70838642,11.02047634,10.13737297,10.25071716,10.15321159,8.358091354,8.511156082,10.50465012,8.839941978,9.376607895,9.664886475,9.921037674,9.576662064,10.73852539,13.54299164,13.95012569,8.598873138,9.25519371,10.25185299,10.01917171,9.467908859,8.721621513,8.974952698,10.25208855,10.53678989,11.46650124,11.0927887,11.0424099,11.44431591,12.91171074,14.31457901,15.03349876,20.00411797,15.15303898,22.1015377,20.54120636,21.59725952,19.85560799,22.33925819,21.29774284,20.4656353,20.6112957,23.2920208,23.27007484,26.40587234,25.26525879,28.56466866,23.6801815,22.74671936,23.28859329,30.95922852,33.2954483,32.29934692,30.2695961,23.65778351,21.27362061,25.16065788,23.0738163,30.83042717,27.77501297
"New Hampshire",17.89487076,14.93786335,12.48111439,11.11259747,11.65902615,12.88441086,11.16478729,13.54807663,15.6354351,16.14354897,17.88603783,19.33754158,16.58064842,13.73013306,13.46534348,13.60403919,13.65933895,13.78344536,13.89028072,16.59569168,15.86241436,13.42404366,14.36935902,14.36211491,13.41197777,11.41468525,10.94843769,9.829949379,10.71235466,12.04488182,10.37721062,9.267109871,9.638049126,10.65209484,9.926390648,8.734565735,8.82110405,9.376930237,9.219894409,8.123913765,8.415319443,8.603282928,8.392152786,7.749932289,8.637469292,7.702196121,8.480718613,9.109807014,9.221922874,8.674882889,8.739006042,9.713383675,8.197646141,8.184078217,8.666464806,8.550515175,7.999032021,8.063221931,7.937616825,8.072581291,8.175592422,8.052858353,8.975047112,8.475382805,8.160462379,9.332551003,9.359920502,9.940517426,10.82278347,15.40337086,11.73953724,14.28964233,13.39525032,12.60309792,12.13873863,13.67752171,13.49416542,12.84431076,13.8269558,15.02927589,17.81516838,17.86315155,18.74041557,22.31632805,15.59406376,14.10311699,14.47173119,16.54745865,18.00499535,19.32971764,19.5223217,16.59032249,15.33923054,17.60407066,16.73047447,18.14155006,15.01057529
"New Jersey",19.99913979,17.44074249,17.12682533,15.98333645,16.84342766,17.22175789,17.6848278,18.24561691,22.11180496,20.29882622,20.72463608,23.51118279,21.19843292,16.01757813,14.56760502,14.59207439,15.74511909,15.79893684,16.27707481,17.90246582,16.26047134,14.4469471,14.88721657,14.63504505,14.10913277,11.80097485,10.58973026,9.660128593,10.6750145,11.32156754,10.06517506,10.36185455,10.06787491,10.75738621,9.756074905,8.584791183,8.029088974,9.261460304,9.064455986,9.14322567,8.531637192,9.523637772,9.188551903,8.65871048,9.458515167,8.537905693,8.366081238,9.163000107,9.70641613,9.205306053,10.12996387,10.30200863,10.0615263,8.523524284,9.228672028,9.681967735,8.825913429,8.508300781,8.00753212,8.042341232,8.35375309,8.374297142,9.634039879,9.831558228,9.963252068,10.49168777,11.52956963,11.94081974,13.21717644,17.67049789,14.51862526,18.21692657,16.32778358,15.65705395,14.06645679,16.03566742,15.60246944,14.92148781,15.69568729,16.87029648,17.97303009,19.66437531,21.50714302,24.0111351,20.28961945,18.04211044,18.48053169,19.68483543,20.77327728,21.22447205,23.10238457,20.88092422,18.10060883,20.26957893,20.36924934,21.88438225,20.70542336
"New Mexico",11.50908852,9.10198307,12.11496353,10.34800816,11.51633835,12.22330666,11.61774349,13.03617954,14.78984737,15.59139919,16.2166996,17.47242737,13.35371017,13.94011879,13.37694645,13.84286022,12.95279884,13.87510395,12.68935013,13.95111847,14.11415672,13.15336037,13.9116087,14.08489513,13.83040524,13.05199146,11.14680386,9.137882233,9.113793373,11.49610519,10.52686405,12.23138618,11.21717072,12.53085709,11.23717117,10.70594501,8.548242569,9.228604317,9.605800629,9.159870148,9.871973991,7.82392168,8.631709099,8.038207054,8.42603302,8.004022598,7.937359333,8.943289757,9.480248451,8.864660263,8.678869247,8.648025513,8.649280548,8.273917198,8.229198456,8.301874161,8.392678261,8.065746307,7.566333771,8.23024559,8.560307503,8.259189606,8.760144234,8.903879166,8.344734192,9.303038597,10.50494862,10.72997952,11.31670761,12.75568199,9.683587074,11.72014999,10.53305435,10.25579453,9.822770119,10.21762848,10.26548195,10.34874916,10.46284103,11.15826607,13.35470581,13.5715332,14.44707203,10.12475395,17.52233505,11.91736889,12.23210335,13.72487068,15.62822914,16.8599968,17.71925545,15.7997942,14.4317379,14.74252415,13.45617676,15.31689358,13.59982491
"New York",27.48387909,26.54458618,27.17924309,21.48795891,21.15302467,23.5290432,21.67834282,23.6035099,25.82184219,24.4494133,26.16436005,30.09885216,34.560215,21.2714386,17.38006401,18.26439476,20.60983658,19.14931107,20.28740883,23.04694939,19.6763401,16.39466476,17.15372276,17.32949829,17.10179901,15.62683773,15.17943859,14.21684647,16.06374168,15.98018646,13.97663403,14.49575043,13.59036541,15.43784142,14.6022644,12.89920616,12.09839821,13.14579296,14.22556019,12.8225565,11.92207909,12.22018909,13.14155293,11.60473537,12.86196804,11.24146652,11.2491684,12.48523331,13.61931992,13.10189247,14.82502651,14.76961136,13.07340908,10.811409,11.24524784,11.26863575,10.24757576,9.977840424,9.488751411,9.814401627,9.977223396,10.18342209,11.61453724,12.07793522,12.60695362,13.22854137,14.10157204,14.66182804,15.52242374,20.48071098,16.25351524,19.69446564,19.05438614,18.11502266,17.02576065,19.66457558,18.96348,18.20680237,19.086689,21.95039558,23.40522194,25.13892746,27.19095612,28.07908058,29.40171242,23.98250771,25.10681534,28.56394768,30.2491684,32.16189575,35.30310059,30.15680695,27.01011086,30.17146873,30.12209129,33.89618301,31.81475067
"North Carolina",14.0365715,16.44498634,14.3288269,14.31053257,13.82522297,12.27048492,11.91597462,12.5593214,13.51147175,14.17036057,15.25105381,17.10027504,12.94545174,12.85157681,13.93698215,15.07911968,14.5206852,14.8403492,14.52379894,16.33934784,15.13424969,14.59898758,14.73051929,15.55889702,15.08552647,12.60468388,11.233778,10.39503193,11.62789249,13.24308681,12.33508682,11.54055309,10.87904263,11.21361065,10.85470581,10.34718132,9.202278137,9.944681168,10.36151791,9.890724182,9.964277267,9.234843254,9.678161621,9.340219498,9.710365295,9.789647102,9.667658806,10.54806232,11.36447811,10.54609299,10.048069,10.68795586,9.980390549,9.118852615,9.295892715,9.148833275,8.361755371,8.337583542,8.121181488,8.592847824,8.974463463,8.551742554,9.382913589,9.032335281,8.642168045,10.01928043,10.06428623,10.71795273,11.26251698,14.40313721,11.17818069,13.04403496,12.53604126,11.34039497,11.01353264,12.03473282,11.73754787,12.04091835,12.51707745,13.60395145,14.82364368,15.2018404,14.76558304,15.3678112,13.74925995,13.7911396,14.49137211,15.56517792,17.04260063,18.22994614,18.42800522,16.14520264,14.33468246,14.43477345,14.92167854,16.54162216,14.63461113
"North Dakota",6.483870506,5.632072926,6.427268028,7.720784187,9.27709198,9.101575851,9.108592987,9.310972214,10.47414589,12.05633354,12.34283733,13.09950542,9.243757248,9.391377449,13.60109329,11.41377354,13.45497799,14.8199892,9.72766304,13.57175827,9.916597366,11.01312923,10.1885128,9.990642548,8.711439133,9.139603615,8.355136871,7.636424541,8.452768326,9.671882629,7.551995277,8.881839752,8.431755066,8.24133873,7.694077969,8.366884232,7.596477509,7.102817535,7.549364567,7.478754044,7.440302372,7.259089947,7.659568787,6.588601589,7.421752453,6.146704674,6.771746159,8.20942688,7.406084061,7.129546642,7.866328239,8.369568825,7.256106377,7.027564049,7.067052841,6.204181671,5.79961729,6.698035717,7.401255131,7.96552372,8.189590454,6.972774982,7.963402748,9.622496605,8.103165627,8.713318825,9.816238403,9.660155296,9.875231743,11.33861256,8.254523277,11.40128326,9.409798622,9.36986351,9.94261837,9.454139709,10.00367546,9.150888443,10.1655283,9.816367149,11.53833389,12.3304224,11.78976631,12.47274208,11.65503216,11.21713543,11.17632294,12.90009499,13.23054981,15.72119236,15.60148621,16.52153587,13.70021725,14.94877243,16.7971344,21.55007744,17.83981323
"Ohio",17.53474236,13.46286297,15.6799612,13.78528881,14.79372978,15.83863354,13.3980484,15.72143269,17.87721062,18.073246,18.95011902,21.68985939,18.83150101,15.89942646,13.67976856,14.17052269,13.87638092,14.26983166,14.77024937,17.43227959,16.13327789,14.71514416,15.06305504,15.86567974,15.15317345,13.13855839,11.70472431,10.51451397,11.46374321,12.37492466,11.23625183,11.69326591,11.36391354,12.06746578,11.1662035,10.37764454,9.473731995,9.563323021,10.00636101,9.733734131,9.332825661,9.509962082,9.33839798,9.399609566,9.831225395,9.174444199,9.446344376,9.886588097,10.74721527,9.330320358,9.884792328,10.23785496,9.537347794,8.434923172,8.686056137,8.676607132,8.145896912,8.314188957,8.282243729,8.555614471,8.4392519,8.290220261,9.166096687,8.979357719,8.826294899,9.710367203,10.14695454,10.23985863,10.80190086,13.4319067,11.13738823,12.86484337,12.14044571,11.896101,11.69845867,12.40999699,12.39435768,12.0911665,12.81515884,13.78168869,15.13981819,15.17948818,14.39021683,14.30183315,13.60691071,13.73577309,13.62626457,15.29470444,15.85820484,16.64172173,17.17333031,15.57632732,13.82647419,14.88136673,15.1291523,16.96352386,14.69023132
"Oklahoma",12.88946247,13.18151665,13.49218273,13.78877544,13.16946411,15.35004139,14.2114296,15.86164951,18.52612305,18.62466812,18.13204384,20.08290672,18.06473351,16.93300629,13.33285999,14.5027523,15.15526104,16.87449074,15.74970531,18.73454094,17.12083244,15.73011684,15.3699379,15.49027157,16.90244293,12.83786488,11.53991985,9.761329651,10.05567551,10.8720274,10.70007801,14.3891983,13.03367233,14.86870003,13.40454865,11.61724377,11.67779446,12.48052406,12.02861977,11.53788757,12.61756897,10.38947964,10.80922985,10.38894081,11.4227047,10.83727551,11.05081749,11.84896946,11.9766531,11.00580406,11.25681877,11.76808548,11.04784012,9.80232048,9.931871414,10.2881937,9.579760551,9.857602119,9.894556046,10.36588192,10.37627029,9.710202217,10.66910076,11.44016361,11.41086197,12.12233734,14.10531616,13.82374859,13.47767258,13.80081463,10.56819057,12.20426655,11.28237438,11.84765148,11.3130846,12.06418133,11.51722336,11.88951397,11.30044174,12.4995451,14.66687584,15.13799381,14.78706741,15.15265465,14.43439865,12.93830681,14.05162239,16.33683395,17.73981857,20.17714882,21.28839684,19.3429451,16.6055069,16.21049881,17.19643784,20.70027542,16.70833588
"Oregon",13.18119526,11.91535091,11.50678825,9.86887455,10.48165703,11.17626476,9.824318886,10.49087143,13.26996708,13.68893814,12.75420284,15.49695683,13.1524477,12.11380386,11.20137882,10.7511549,11.42053413,11.57885647,12.8201685,14.32691097,13.35693073,12.34269428,12.71000385,13.88101006,14.31372452,13.81838799,12.25082016,10.98971462,11.96694374,13.19992161,11.10853958,12.31636429,10.58313847,12.46620369,11.96457672,10.81630325,9.700541496,10.1825943,9.281241417,10.54566765,8.742268562,10.14133453,10.22069073,9.5928545,9.567379951,9.253329277,9.121565819,10.07529259,10.17738628,9.171030998,9.651818275,10.26772404,9.596428871,8.112443924,8.779221535,9.306381226,9.016122818,8.683582306,8.164486885,8.131538391,8.713114738,8.406049728,8.672046661,8.245575905,8.267725945,9.105705261,10.08194637,10.1281271,10.64524555,12.89462662,10.31350136,12.66928387,12.5228796,12.19739437,11.64260292,12.41354465,12.50077152,12.33071518,12.49731255,14.04918861,15.50896835,15.39330292,15.71617413,17.62432671,13.90205193,13.42756271,14.16471291,15.67677975,16.90775108,18.13134956,18.74944687,15.6049366,14.16191196,14.73780155,14.69890594,16.26943398,15.01695061
"Pennsylvania",19.2507534,15.26546192,17.1329422,16.24449539,15.83304214,17.97157097,15.76245785,16.94087219,19.95553589,19.14004898,20.05586433,22.56551933,21.89730835,16.79052353,15.22903919,15.10497952,15.70426464,15.30268478,16.18123627,18.02752686,16.27575302,14.58409405,15.66849995,15.97784901,15.32816505,13.60217857,12.55673504,11.38304329,12.51072598,13.05160713,11.71060181,11.92193604,11.46642017,12.52862072,11.51946259,10.96605206,9.626868248,10.67605114,10.86889172,11.27866364,10.65285015,10.77620316,10.94672203,9.596910477,10.14790154,9.722032547,10.00549698,10.63907909,10.8343029,10.24519062,10.48706245,10.99340439,10.07935524,8.977834702,9.250461578,9.395049095,8.731789589,8.841584206,8.741514206,8.72550869,8.865813255,8.737681389,9.39486599,9.374740601,9.325643539,10.31516647,11.26776314,11.86978722,12.55975914,15.6514492,12.53615475,15.47253323,13.90987587,13.37345982,12.45069122,13.55879402,13.00974655,13.14561653,14.36248207,15.76014709,16.63446236,17.27209282,17.2735424,18.08916473,15.63353348,14.90771961,15.65956879,16.58559036,18.71485138,19.43693924,20.39448547,18.06868553,16.07316589,17.19416618,16.756464,19.39359093,16.52564621
"Rhode Island",21.63440895,19.99711609,19.23795891,18.28618622,18.88603401,19.12529755,15.33770466,19.36096764,20.79271507,20.58108139,21.9389534,24.21240234,23.617033,18.37122726,16.56752205,16.64911079,15.91782856,16.87235641,17.0729351,19.90928459,18.17672539,14.2748003,15.94421387,16.37078285,14.72663403,12.20647049,11.17461967,10.71149254,12.33137989,13.72434616,12.40021515,13.51396561,12.75335693,13.97790051,12.78319073,11.18946552,10.29616737,11.06298733,14.01606369,10.59218693,10.64254475,10.85245991,9.80133152,9.635259628,10.5256443,9.80929184,9.963945389,10.78215599,10.86215401,10.189394,10.95498276,10.93099499,9.840496063,8.857636452,8.933012009,9.506145477,9.024647713,9.237679482,9.227074623,9.639642715,9.598484039,9.513825417,10.37277985,10.24732876,9.484053612,10.46397305,10.73659039,11.22601223,11.72732639,16.34698677,12.55743694,15.13686562,13.31436443,12.75273991,13.03486919,13.1028614,12.41114616,12.36323643,13.28504467,13.70095634,16.74617004,16.83371735,16.48724174,18.95537567,16.58370399,14.61423874,15.21925259,16.93813133,17.35535431,18.47041512,19.56664085,16.48724174,14.4488802,15.54624653,16.81017494,17.52292633,15.64115143
"South Carolina",9.913818359,11.31322861,9.108160973,10.86668873,12.11976337,12.00829411,12.73804665,12.05722332,13.0000658,13.71903229,13.96024895,15.23023129,12.07684612,11.71134186,12.42615795,13.08250809,12.62025166,12.8637991,12.45761013,14.09655571,13.65807343,13.15078354,13.12813759,12.86424637,12.56126976,9.921046257,9.634331703,8.728991508,9.58912468,11.72576714,10.94253254,10.33459473,9.907299042,11.21395683,9.383267403,10.31149006,7.749064445,8.520317078,8.745173454,8.872865677,8.51331234,8.166077614,8.948191643,8.553359985,8.520702362,8.589857101,8.645027161,10.47606659,10.28400517,9.736023903,9.316666603,9.628519058,9.17784977,8.027695656,8.339457512,8.58987236,8.283022881,7.979688168,7.504820824,7.89429903,8.386793137,7.99301815,8.759396553,8.15850544,8.130179405,9.423303604,10.08020878,10.35964966,10.96650887,13.82900906,10.348629,11.31974602,11.04231167,10.70872974,10.32426262,11.17333031,11.09977055,11.71396542,12.47297478,13.26080704,14.85600471,16.17333984,15.54828644,14.84291744,14.12750435,13.35831928,13.92186356,15.70605564,17.74056625,18.92658043,19.07832336,15.65669918,14.22667885,14.96870518,14.41120338,16.66018867,15.21518707
"South Dakota",3.985504866,3.755089521,5.266072273,6.861358166,8.94999218,8.847476959,8.605778694,7.331981659,7.844607353,10.52583313,11.69395638,12.85652924,10.88729,10.44686604,13.7099905,12.30113983,17.56120491,14.92767525,10.36421204,14.97252178,10.6549511,10.69934368,10.83444405,10.88317394,10.12763405,8.326975822,8.95848465,7.426828384,7.49532938,8.994998932,9.267191887,8.230929375,8.904519081,8.806128502,7.220239162,8.045373917,7.119790554,7.291818619,7.717988491,8.427144051,6.841851711,7.707749367,7.804616928,7.136387825,7.11003828,6.730588436,6.995639324,9.272542,8.218231201,7.553594589,8.073072433,8.663908958,8.377378464,7.007249355,7.131402969,6.835328579,6.480316162,7.028941154,7.390232563,8.326821327,8.185646057,7.717014313,8.039315224,8.578401566,7.507734776,8.247974396,9.812366486,9.701284409,10.01974964,12.21338654,9.398116112,12.28338909,10.68838596,11.20585728,11.62306213,13.99710369,14.31132603,12.27141762,13.43123722,12.4555521,16.81179047,16.07993126,17.76263809,15.85174084,13.52141571,13.46206188,12.81462955,15.01755619,16.93817329,19.40289688,18.23826981,16.85978889,16.02884102,15.82614326,15.804286,20.05438995,16.14109421
"Tennessee",16.62802315,16.81967163,16.96542168,16.33580399,15.98314762,16.67780495,15.28355312,16.40721893,18.81614113,18.68730354,19.56629562,21.07839775,16.78357887,15.47466946,15.31469154,15.99130726,15.62446976,16.08553505,16.04490662,18.21435165,16.58335495,16.77046776,17.6394043,17.78912926,17.28720093,14.6520977,12.95302963,10.96466064,11.30354977,14.34047604,13.13768959,11.72966862,12.02906609,13.43260098,11.90318203,11.02654839,9.844820023,10.38115978,11.1061573,10.81536007,10.55690098,11.10009384,10.71215248,10.9457283,10.79362583,10.9920435,10.97207546,11.97893429,11.89514732,11.15324211,11.25142002,11.60046577,11.24915409,10.04245758,10.72374821,10.67159748,9.9223423,9.846546173,9.545825958,9.837954521,9.803525925,9.634121895,9.93864727,10.09176159,10.03282452,11.27172375,11.80774021,12.22699547,12.78104591,16.31520844,12.23921871,15.220191,13.65067959,12.74086857,12.8430748,14.62756062,13.95162773,13.85595226,14.57449532,16.19367218,17.56025696,17.44098854,17.03959274,16.8458252,15.52287292,14.52061462,15.67854786,17.63870239,18.76064873,20.75737762,21.33475494,17.8450489,15.95305443,17.1740284,16.41304588,18.91875458,16.58913803
