"State","year","vals"
"Virginia","1934",13.50188923
"Washington","1934",11.88643932
"West Virginia","1934",12.47573948
"Wisconsin","1934",12.6625309
"Wyoming","1934",11.92603493
"Alabama","1935",14.54164028
"Alaska","1935",NA
"Arizona","1935",12.22613335
"Arkansas","1935",14.33498573
"California","1935",15.36631298
"Colorado","1935",16.4702301
"Connecticut","1935",17.40538597
"Delaware","1935",35.76476288
"District of Columbia","1935",12.65127659
"Florida","1935",20.8049221
"Georgia","1935",16.35210037
"Hawaii","1935",NA
"Idaho","1935",9.678255081
"Illinois","1935",16.69145393
"Indiana","1935",13.38601494
"Iowa","1935",10.28044605
"Kansas","1935",12.7349205
"Kentucky","1935",16.20060921
"Louisiana","1935",15.08246994
"Maine","1935",14.49690342
"Maryland","1935",17.74687576
"Massachusetts","1935",16.25887108
"Michigan","1935",15.2110281
"Minnesota","1935",13.5840807
"Mississippi","1935",14.00732422
"Missouri","1935",16.77365875
"Montana","1935",11.23048592
"Nebraska","1935",12.16989708
"Nevada","1935",16.92777634
"New Hampshire","1935",13.89028072
"New Jersey","1935",16.27707481
"New Mexico","1935",12.68935013
"New York","1935",20.28740883
"North Carolina","1935",14.52379894
"North Dakota","1935",9.72766304
"Ohio","1935",14.77024937
"Oklahoma","1935",15.74970531
"Oregon","1935",12.8201685
"Pennsylvania","1935",16.18123627
"Rhode Island","1935",17.0729351
"South Carolina","1935",12.45761013
"South Dakota","1935",10.36421204
"Tennessee","1935",16.04490662
"Texas","1935",16.94842339
"Utah","1935",12.46608067
"Vermont","1935",12.39633846
"Virginia","1935",13.98381805
"Washington","1935",12.47188568
"West Virginia","1935",12.81972885
"Wisconsin","1935",11.31274509
"Wyoming","1935",11.15789986
"Alabama","1936",16.1590786
"Alaska","1936",NA
"Arizona","1936",14.16775608
"Arkansas","1936",16.50842667
"California","1936",17.15793228
"Colorado","1936",18.35692787
"Connecticut","1936",20.85008049
"Delaware","1936",44.93468475
"District of Columbia","1936",14.18100834
"Florida","1936",24.59224129
"Georgia","1936",18.83144951
"Hawaii","1936",NA
"Idaho","1936",10.22220898
"Illinois","1936",20.299757
"Indiana","1936",15.51190853
"Iowa","1936",13.77840424
"Kansas","1936",14.94665527
"Kentucky","1936",18.15324974
"Louisiana","1936",18.98028755
"Maine","1936",16.38288498
"Maryland","1936",19.92760468
"Massachusetts","1936",18.94327927
"Michigan","1936",18.67742729
"Minnesota","1936",17.38794708
"Mississippi","1936",15.37064648
"Missouri","1936",19.84749222
"Montana","1936",12.81149292
"Nebraska","1936",15.41841888
"Nevada","1936",18.08032036
"New Hampshire","1936",16.59569168
"New Jersey","1936",17.90246582
"New Mexico","1936",13.95111847
"New York","1936",23.04694939
"North Carolina","1936",16.33934784
"North Dakota","1936",13.57175827
"Ohio","1936",17.43227959
"Oklahoma","1936",18.73454094
"Oregon","1936",14.32691097
"Pennsylvania","1936",18.02752686
"Rhode Island","1936",19.90928459
"South Carolina","1936",14.09655571
"South Dakota","1936",14.97252178
"Tennessee","1936",18.21435165
"Texas","1936",18.77670288
"Utah","1936",13.91734028
"Vermont","1936",14.25327873
"Virginia","1936",16.40272331
"Washington","1936",13.99205494
"West Virginia","1936",14.50028133
"Wisconsin","1936",13.86992836
"Wyoming","1936",12.44688225
"Alabama","1937",15.88813686
"Alaska","1937",NA
"Arizona","1937",13.12240887
"Arkansas","1937",14.97598553
"California","1937",15.77047062
"Colorado","1937",17.86750221
"Connecticut","1937",19.08215523
"Delaware","1937",40.81065369
"District of Columbia","1937",13.11373901
"Florida","1937",23.90591621
"Georgia","1937",17.56064606
"Hawaii","1937",NA
"Idaho","1937",10.53096294
"Illinois","1937",17.55954552
"Indiana","1937",13.63657856
"Iowa","1937",10.12606812
"Kansas","1937",13.25988197
"Kentucky","1937",14.76848221
"Louisiana","1937",17.49981117
"Maine","1937",15.85663128
"Maryland","1937",18.1151123
"Massachusetts","1937",17.15981674
"Michigan","1937",15.62669563
"Minnesota","1937",13.73696327
"Mississippi","1937",14.76161671
"Missouri","1937",17.64167786
"Montana","1937",11.11740017
"Nebraska","1937",14.09069443
"Nevada","1937",21.27305222
"New Hampshire","1937",15.86241436
"New Jersey","1937",16.26047134
"New Mexico","1937",14.11415672
"New York","1937",19.6763401
"North Carolina","1937",15.13424969
"North Dakota","1937",9.916597366
"Ohio","1937",16.13327789
"Oklahoma","1937",17.12083244
"Oregon","1937",13.35693073
"Pennsylvania","1937",16.27575302
"Rhode Island","1937",18.17672539
"South Carolina","1937",13.65807343
"South Dakota","1937",10.6549511
"Tennessee","1937",16.58335495
"Texas","1937",18.02714539
"Utah","1937",14.44231415
"Vermont","1937",13.91777325
"Virginia","1937",14.9450264
"Washington","1937",13.16761398
"West Virginia","1937",13.46086979
"Wisconsin","1937",13.11322594
"Wyoming","1937",11.52943516
"Alabama","1938",15.32300186
"Alaska","1938",NA
"Arizona","1938",11.77657604
"Arkansas","1938",15.65206528
"California","1938",14.11810875
"Colorado","1938",15.15496159
"Connecticut","1938",16.16207123
"Delaware","1938",33.84333038
"District of Columbia","1938",11.88338947
"Florida","1938",21.20311546
"Georgia","1938",16.9787178
"Hawaii","1938",NA
"Idaho","1938",8.950388908
"Illinois","1938",16.25389481
"Indiana","1938",13.54007149
"Iowa","1938",10.55104637
"Kansas","1938",12.44470596
"Kentucky","1938",15.3013258
"Louisiana","1938",16.27718925
"Maine","1938",20.705019
"Maryland","1938",16.22541809
"Massachusetts","1938",13.83786011
"Michigan","1938",14.27758789
"Minnesota","1938",13.03510952
"Mississippi","1938",15.65890694
"Missouri","1938",16.29978943
"Montana","1938",10.39646816
"Nebraska","1938",13.22731876
"Nevada","1938",16.45145798
"New Hampshire","1938",13.42404366
"New Jersey","1938",14.4469471
"New Mexico","1938",13.15336037
"New York","1938",16.39466476
"North Carolina","1938",14.59898758
"North Dakota","1938",11.01312923
"Ohio","1938",14.71514416
"Oklahoma","1938",15.73011684
"Oregon","1938",12.34269428
"Pennsylvania","1938",14.58409405
"Rhode Island","1938",14.2748003
"South Carolina","1938",13.15078354
"South Dakota","1938",10.69934368
"Tennessee","1938",16.77046776
"Texas","1938",16.77206612
"Utah","1938",12.48166656
"Vermont","1938",12.05784798
"Virginia","1938",13.90663528
"Washington","1938",10.71295929
"West Virginia","1938",13.09880829
"Wisconsin","1938",11.89323235
"Wyoming","1938",10.41288185
"Alabama","1939",16.48368073
"Alaska","1939",NA
"Arizona","1939",11.98189735
"Arkansas","1939",15.90382767
"California","1939",13.78698921
"Colorado","1939",15.69714737
"Connecticut","1939",17.13949585
"Delaware","1939",43.13714218
"District of Columbia","1939",11.91861725
"Florida","1939",20.38456917
"Georgia","1939",17.57352257
"Hawaii","1939",NA
"Idaho","1939",9.783408165
"Illinois","1939",16.39447975
"Indiana","1939",13.95994473
"Iowa","1939",11.36905575
"Kansas","1939",13.35915279
"Kentucky","1939",15.2942915
"Louisiana","1939",16.77950859
"Maine","1939",14.59694576
"Maryland","1939",16.54274368
"Massachusetts","1939",15.3004055
"Michigan","1939",14.82055664
"Minnesota","1939",13.50645542
"Mississippi","1939",16.92777824
"Missouri","1939",16.89089775
"Montana","1939",11.46564579
"Nebraska","1939",14.45483208
"Nevada","1939",16.64728355
"New Hampshire","1939",14.36935902
"New Jersey","1939",14.88721657
"New Mexico","1939",13.9116087
"New York","1939",17.15372276
"North Carolina","1939",14.73051929
"North Dakota","1939",10.1885128
"Ohio","1939",15.06305504
"Oklahoma","1939",15.3699379
"Oregon","1939",12.71000385
"Pennsylvania","1939",15.66849995
"Rhode Island","1939",15.94421387
"South Carolina","1939",13.12813759
"South Dakota","1939",10.83444405
"Tennessee","1939",17.6394043
"Texas","1939",15.71519566
"Utah","1939",12.62270069
"Vermont","1939",12.71486855
"Virginia","1939",14.32410049
"Washington","1939",10.94312191
"West Virginia","1939",12.95229053
"Wisconsin","1939",12.8810091
"Wyoming","1939",12.41077709
"Alabama","1940",16.68818855
"Alaska","1940",NA
"Arizona","1940",12.08398724
"Arkansas","1940",16.58065796
"California","1940",13.55748177
"Colorado","1940",15.2870245
"Connecticut","1940",17.10585213
"Delaware","1940",38.28456116
"District of Columbia","1940",11.77391338
"Florida","1940",21.44264984
"Georgia","1940",18.17676353
"Hawaii","1940",NA
"Idaho","1940",9.770313263
"Illinois","1940",16.85169029
"Indiana","1940",14.30540276
"Iowa","1940",11.67156029
"Kansas","1940",13.27115917
"Kentucky","1940",16.05340385
"Louisiana","1940",16.96419144
"Maine","1940",14.43618679
"Maryland","1940",16.17883301
"Massachusetts","1940",15.31788445
"Michigan","1940",15.58606434
"Minnesota","1940",14.10071087
"Mississippi","1940",17.65462494
"Missouri","1940",17.30065536
"Montana","1940",11.87499714
"Nebraska","1940",14.2447319
"Nevada","1940",17.2116909
"New Hampshire","1940",14.36211491
"New Jersey","1940",14.63504505
"New Mexico","1940",14.08489513
"New York","1940",17.32949829
"North Carolina","1940",15.55889702
"North Dakota","1940",9.990642548
"Ohio","1940",15.86567974
"Oklahoma","1940",15.49027157
"Oregon","1940",13.88101006
"Pennsylvania","1940",15.97784901
"Rhode Island","1940",16.37078285
"South Carolina","1940",12.86424637
"South Dakota","1940",10.88317394
"Tennessee","1940",17.78912926
"Texas","1940",16.20199776
"Utah","1940",12.62368965
"Vermont","1940",13.36373806
"Virginia","1940",14.80642986
"Washington","1940",12.1284914
"West Virginia","1940",13.13832664
"Wisconsin","1940",13.30190468
"Wyoming","1940",13.00123787
"Alabama","1941",16.29079819
"Alaska","1941",NA
"Arizona","1941",12.56807899
"Arkansas","1941",17.99571419
"California","1941",13.38120651
"Colorado","1941",15.42637634
"Connecticut","1941",15.33958435
"Delaware","1941",29.64264297
"District of Columbia","1941",12.39963722
"Florida","1941",18.92460632
"Georgia","1941",17.51107788
"Hawaii","1941",NA
"Idaho","1941",9.609030724
"Illinois","1941",16.15949249
"Indiana","1941",12.91031265
"Iowa","1941",11.6870842
"Kansas","1941",14.09447002
"Kentucky","1941",15.39993858
"Louisiana","1941",15.75030041
"Maine","1941",13.25814724
"Maryland","1941",15.17323589
"Massachusetts","1941",14.56772614
"Michigan","1941",15.09716511
"Minnesota","1941",13.64592552
"Mississippi","1941",17.5092144
"Missouri","1941",16.228302
"Montana","1941",11.39720345
"Nebraska","1941",13.71759892
"Nevada","1941",15.88723469
"New Hampshire","1941",13.41197777
"New Jersey","1941",14.10913277
"New Mexico","1941",13.83040524
"New York","1941",17.10179901
"North Carolina","1941",15.08552647
"North Dakota","1941",8.711439133
"Ohio","1941",15.15317345
"Oklahoma","1941",16.90244293
"Oregon","1941",14.31372452
"Pennsylvania","1941",15.32816505
"Rhode Island","1941",14.72663403
"South Carolina","1941",12.56126976
"South Dakota","1941",10.12763405
"Tennessee","1941",17.28720093
"Texas","1941",16.81186867
"Utah","1941",12.79925823
"Vermont","1941",11.88089275
"Virginia","1941",13.1089859
"Washington","1941",11.91564655
"West Virginia","1941",12.64023685
"Wisconsin","1941",12.91464329
"Wyoming","1941",13.14548492
"Alabama","1942",13.56399918
"Alaska","1942",NA
"Arizona","1942",11.65816975
"Arkansas","1942",13.71157074
"California","1942",11.56971264
"Colorado","1942",13.33747768
"Connecticut","1942",12.73367691
"Delaware","1942",18.98009491
"District of Columbia","1942",10.52072906
"Florida","1942",14.6006155
"Georgia","1942",14.67576313
"Hawaii","1942",NA
"Idaho","1942",9.484719276
"Illinois","1942",14.42957783
"Indiana","1942",11.10848045
"Iowa","1942",10.29908466
"Kansas","1942",11.73786163
"Kentucky","1942",12.70721912
"Louisiana","1942",12.92514133
"Maine","1942",10.70519733
"Maryland","1942",12.14627171
"Massachusetts","1942",12.95132923
"Michigan","1942",13.27735329
"Minnesota","1942",12.25092125
"Mississippi","1942",14.32192993
"Missouri","1942",13.87539005
"Montana","1942",12.06405449
"Nebraska","1942",11.85385036
"Nevada","1942",10.99663258
"New Hampshire","1942",11.41468525
"New Jersey","1942",11.80097485
"New Mexico","1942",13.05199146
"New York","1942",15.62683773
"North Carolina","1942",12.60468388
"North Dakota","1942",9.139603615
"Ohio","1942",13.13855839
"Oklahoma","1942",12.83786488
"Oregon","1942",13.81838799
"Pennsylvania","1942",13.60217857
"Rhode Island","1942",12.20647049
"South Carolina","1942",9.921046257
"South Dakota","1942",8.326975822
"Tennessee","1942",14.6520977
"Texas","1942",14.1371851
"Utah","1942",9.897499084
"Vermont","1942",10.59993362
"Virginia","1942",9.301603317
"Washington","1942",10.24247169
"West Virginia","1942",10.78695107
"Wisconsin","1942",11.10701466
"Wyoming","1942",11.96577263
"Alabama","1943",12.14904213
"Alaska","1943",NA
"Arizona","1943",9.607420921
"Arkansas","1943",13.38378239
"California","1943",11.06895638
"Colorado","1943",13.23536587
"Connecticut","1943",11.82687759
"Delaware","1943",18.24271202
"District of Columbia","1943",9.90749073
"Florida","1943",12.95761681
"Georgia","1943",13.13696766
"Hawaii","1943",NA
"Idaho","1943",9.045962334
"Illinois","1943",13.76414204
"Indiana","1943",9.92743206
"Iowa","1943",10.22633171
"Kansas","1943",10.53099918
"Kentucky","1943",11.85975933
"Louisiana","1943",11.90460491
"Maine","1943",9.730079651
"Maryland","1943",11.36341763
"Massachusetts","1943",12.04586029
"Michigan","1943",11.39252949
"Minnesota","1943",11.84967995
"Mississippi","1943",12.31859589
"Missouri","1943",13.18370247
"Montana","1943",10.06506634
"Nebraska","1943",11.02321434
"Nevada","1943",11.97232533
"New Hampshire","1943",10.94843769
"New Jersey","1943",10.58973026
"New Mexico","1943",11.14680386
"New York","1943",15.17943859
"North Carolina","1943",11.233778
"North Dakota","1943",8.355136871
"Ohio","1943",11.70472431
"Oklahoma","1943",11.53991985
"Oregon","1943",12.25082016
"Pennsylvania","1943",12.55673504
"Rhode Island","1943",11.17461967
"South Carolina","1943",9.634331703
"South Dakota","1943",8.95848465
"Tennessee","1943",12.95302963
"Texas","1943",12.31953144
"Utah","1943",8.316664696
"Vermont","1943",10.19182587
"Virginia","1943",9.277747154
"Washington","1943",9.40194416
"West Virginia","1943",10.48803711
"Wisconsin","1943",10.242733
"Wyoming","1943",10.33134651
"Alabama","1944",10.46419811
"Alaska","1944",NA
"Arizona","1944",9.215340614
"Arkansas","1944",10.97887039
"California","1944",10.02181053
"Colorado","1944",11.82869625
"Connecticut","1944",11.17400074
"Delaware","1944",17.41736794
"District of Columbia","1944",9.032305717
"Florida","1944",11.65446854
"Georgia","1944",11.45192146
"Hawaii","1944",NA
"Idaho","1944",7.902276516
"Illinois","1944",12.20753956
"Indiana","1944",9.132698059
"Iowa","1944",9.094802856
"Kansas","1944",9.607625961
"Kentucky","1944",10.72502708
"Louisiana","1944",10.67772579
"Maine","1944",9.182105064
"Maryland","1944",10.26815414
"Massachusetts","1944",11.27343464
"Michigan","1944",10.36421013
"Minnesota","1944",11.12485886
"Mississippi","1944",10.53591156
"Missouri","1944",12.06675434
"Montana","1944",8.855545998
"Nebraska","1944",9.786214828
"Nevada","1944",11.61293793
"New Hampshire","1944",9.829949379
"New Jersey","1944",9.660128593
"New Mexico","1944",9.137882233
"New York","1944",14.21684647
"North Carolina","1944",10.39503193
"North Dakota","1944",7.636424541
"Ohio","1944",10.51451397
"Oklahoma","1944",9.761329651
"Oregon","1944",10.98971462
"Pennsylvania","1944",11.38304329
"Rhode Island","1944",10.71149254
"South Carolina","1944",8.728991508
"South Dakota","1944",7.426828384
"Tennessee","1944",10.96466064
"Texas","1944",10.81155777
"Utah","1944",7.736662865
"Vermont","1944",9.357344627
"Virginia","1944",8.141366959
"Washington","1944",7.951946735
"West Virginia","1944",9.21882534
"Wisconsin","1944",9.516422272
"Wyoming","1944",9.015377045
"Alabama","1945",10.97299099
"Alaska","1945",NA
"Arizona","1945",10.61450672
"Arkansas","1945",10.95754433
"California","1945",11.00261116
"Colorado","1945",12.83758736
"Connecticut","1945",12.71593952
"Delaware","1945",19.98840904
"District of Columbia","1945",9.976005554
"Florida","1945",12.72063923
"Georgia","1945",12.14711666
"Hawaii","1945",NA
"Idaho","1945",8.398594856
"Illinois","1945",13.15736961
"Indiana","1945",10.16545391
"Iowa","1945",9.82697773
"Kansas","1945",10.61802197
"Kentucky","1945",11.76235771
"Louisiana","1945",11.62584019
"Maine","1945",10.43917274
"Maryland","1945",11.25356483
"Massachusetts","1945",12.7300024
"Michigan","1945",11.42609215
"Minnesota","1945",12.59483719
"Mississippi","1945",10.97300816
"Missouri","1945",13.37302494
"Montana","1945",9.474578857
"Nebraska","1945",10.55710793
"Nevada","1945",13.4934864
"New Hampshire","1945",10.71235466
"New Jersey","1945",10.6750145
"New Mexico","1945",9.113793373
"New York","1945",16.06374168
"North Carolina","1945",11.62789249
"North Dakota","1945",8.452768326
"Ohio","1945",11.46374321
"Oklahoma","1945",10.05567551
"Oregon","1945",11.96694374
"Pennsylvania","1945",12.51072598
"Rhode Island","1945",12.33137989
"South Carolina","1945",9.58912468
"South Dakota","1945",7.49532938
"Tennessee","1945",11.30354977
"Texas","1945",11.54005623
"Utah","1945",8.692789078
"Vermont","1945",10.3979063
"Virginia","1945",8.689213753
"Washington","1945",8.190783501
"West Virginia","1945",9.854475021
"Wisconsin","1945",10.68127346
"Wyoming","1945",9.571860313
"Alabama","1946",13.48733425
"Alaska","1946",NA
"Arizona","1946",11.80010509
"Arkansas","1946",13.4251833
"California","1946",11.62501812
"Colorado","1946",13.27193737
"Connecticut","1946",12.90228367
"Delaware","1946",21.43099213
"District of Columbia","1946",10.21991253
"Florida","1946",14.95885468
"Georgia","1946",14.66543674
"Hawaii","1946",NA
"Idaho","1946",8.938811302
"Illinois","1946",13.41116047
"Indiana","1946",11.12977219
"Iowa","1946",9.948937416
"Kansas","1946",11.86007977
"Kentucky","1946",13.10464573
"Louisiana","1946",13.76584721
"Maine","1946",10.86089039
"Maryland","1946",12.31865788
"Massachusetts","1946",13.06887436
"Michigan","1946",11.64249706
"Minnesota","1946",12.26599216
"Mississippi","1946",13.52891254
"Missouri","1946",13.89848232
"Montana","1946",9.654898643
"Nebraska","1946",11.62165165
"Nevada","1946",14.89074612
"New Hampshire","1946",12.04488182
"New Jersey","1946",11.32156754
"New Mexico","1946",11.49610519
"New York","1946",15.98018646
"North Carolina","1946",13.24308681
"North Dakota","1946",9.671882629
"Ohio","1946",12.37492466
"Oklahoma","1946",10.8720274
"Oregon","1946",13.19992161
"Pennsylvania","1946",13.05160713
"Rhode Island","1946",13.72434616
"South Carolina","1946",11.72576714
"South Dakota","1946",8.994998932
"Tennessee","1946",14.34047604
"Texas","1946",13.63808346
"Utah","1946",10.2912035
"Vermont","1946",10.88013268
"Virginia","1946",10.25597
"Washington","1946",9.219002724
"West Virginia","1946",11.40944481
"Wisconsin","1946",11.30685329
"Wyoming","1946",9.679703712
"Alabama","1947",12.2632494
"Alaska","1947",NA
"Arizona","1947",10.18730831
"Arkansas","1947",13.36074734
"California","1947",10.7108469
"Colorado","1947",12.12613106
"Connecticut","1947",11.44410896
"Delaware","1947",19.92983055
"District of Columbia","1947",9.495558739
"Florida","1947",13.23978901
"Georgia","1947",13.83642864
"Hawaii","1947",NA
"Idaho","1947",8.43224144
"Illinois","1947",12.13932514
"Indiana","1947",10.00503254
"Iowa","1947",10.64827824
"Kansas","1947",11.35355949
"Kentucky","1947",13.02450752
"Louisiana","1947",12.78220367
"Maine","1947",9.69442749
"Maryland","1947",11.32683659
"Massachusetts","1947",11.98025227
"Michigan","1947",9.205365181
"Minnesota","1947",11.29136372
"Mississippi","1947",12.56680965
"Missouri","1947",13.00375748
"Montana","1947",9.123098373
"Nebraska","1947",10.53928089
"Nevada","1947",12.57503319
"New Hampshire","1947",10.37721062
"New Jersey","1947",10.06517506
"New Mexico","1947",10.52686405
"New York","1947",13.97663403
"North Carolina","1947",12.33508682
"North Dakota","1947",7.551995277
"Ohio","1947",11.23625183
"Oklahoma","1947",10.70007801
"Oregon","1947",11.10853958
"Pennsylvania","1947",11.71060181
"Rhode Island","1947",12.40021515
"South Carolina","1947",10.94253254
"South Dakota","1947",9.267191887
"Tennessee","1947",13.13768959
"Texas","1947",12.26776981
"Utah","1947",9.508288383
"Vermont","1947",9.923406601
"Virginia","1947",10.58075237
"Washington","1947",9.053286552
"West Virginia","1947",10.09127808
"Wisconsin","1947",10.22319126
"Wyoming","1947",9.360847473
"Alabama","1948",12.16616535
"Alaska","1948",NA
"Arizona","1948",11.31260777
"Arkansas","1948",12.12408066
"California","1948",12.36385632
"Colorado","1948",12.76593494
"Connecticut","1948",12.15323734
"Delaware","1948",21.34002876
"District of Columbia","1948",9.761268616
"Florida","1948",13.58421326
"Georgia","1948",12.53002357
"Hawaii","1948",NA
"Idaho","1948",9.657494545
"Illinois","1948",11.7632122
"Indiana","1948",9.571204185
"Iowa","1948",8.110115051
"Kansas","1948",12.3967762
"Kentucky","1948",11.96315193
"Louisiana","1948",14.37328815
"Maine","1948",9.815585136
"Maryland","1948",11.00105762
"Massachusetts","1948",11.95100212
"Michigan","1948",10.54692173
"Minnesota","1948",10.89886856
"Mississippi","1948",11.63943577
"Missouri","1948",12.42945766
"Montana","1948",9.399414063
"Nebraska","1948",10.25619984
"Nevada","1948",12.90579891
"New Hampshire","1948",9.267109871
"New Jersey","1948",10.36185455
"New Mexico","1948",12.23138618
"New York","1948",14.49575043
"North Carolina","1948",11.54055309
"North Dakota","1948",8.881839752
"Ohio","1948",11.69326591
"Oklahoma","1948",14.3891983
"Oregon","1948",12.31636429
"Pennsylvania","1948",11.92193604
"Rhode Island","1948",13.51396561
"South Carolina","1948",10.33459473
"South Dakota","1948",8.230929375
"Tennessee","1948",11.72966862
"Texas","1948",15.07688522
"Utah","1948",9.043684006
"Vermont","1948",9.722654343
"Virginia","1948",10.09984112
"Washington","1948",10.37097263
"West Virginia","1948",10.41158009
"Wisconsin","1948",9.870235443
"Wyoming","1948",10.22938347
"Alabama","1949",11.69960022
"Alaska","1949",NA
"Arizona","1949",10.22103596
"Arkansas","1949",11.95920563
"California","1949",11.54211426
"Colorado","1949",11.05671978
"Connecticut","1949",11.97579861
"Delaware","1949",23.67163658
"District of Columbia","1949",9.200728416
"Florida","1949",12.79434586
"Georgia","1949",11.63456154
"Hawaii","1949",NA
"Idaho","1949",8.697843552
"Illinois","1949",11.59506226
"Indiana","1949",9.701317787
"Iowa","1949",9.38781929
"Kansas","1949",10.91009712
"Kentucky","1949",11.41854668
"Louisiana","1949",12.94913387
"Maine","1949",9.305117607
"Maryland","1949",10.34408188
"Massachusetts","1949",11.539814
"Michigan","1949",10.23373604
"Minnesota","1949",10.55840683
"Mississippi","1949",11.93277931
"Missouri","1949",12.1424551
"Montana","1949",9.314422607
"Nebraska","1949",10.15646648
"Nevada","1949",11.43196964
"New Hampshire","1949",9.638049126
"New Jersey","1949",10.06787491
"New Mexico","1949",11.21717072
"New York","1949",13.59036541
"North Carolina","1949",10.87904263
"North Dakota","1949",8.431755066
"Ohio","1949",11.36391354
"Oklahoma","1949",13.03367233
"Oregon","1949",10.58313847
"Pennsylvania","1949",11.46642017
"Rhode Island","1949",12.75335693
"South Carolina","1949",9.907299042
"South Dakota","1949",8.904519081
"Tennessee","1949",12.02906609
"Texas","1949",12.84451866
"Utah","1949",8.715208054
"Vermont","1949",9.550587654
"Virginia","1949",9.726465225
"Washington","1949",8.980438232
"West Virginia","1949",10.31195736
"Wisconsin","1949",9.737193108
"Wyoming","1949",8.144317627
"Alabama","1950",13.04975224
"Alaska","1950",NA
"Arizona","1950",13.82903481
"Arkansas","1950",12.83459568
"California","1950",12.78270054
"Colorado","1950",13.02725029
"Connecticut","1950",13.50427055
"Delaware","1950",28.26605988
"District of Columbia","1950",10.9071722
"Florida","1950",14.6599102
"Georgia","1950",11.57019997
"Hawaii","1950",NA
"Idaho","1950",10.19865227
"Illinois","1950",12.67723179
"Indiana","1950",10.08305454
"Iowa","1950",9.614233017
"Kansas","1950",11.38793755
"Kentucky","1950",12.2350502
"Louisiana","1950",14.07049084
"Maine","1950",10.52432728
"Maryland","1950",11.29133224
"Massachusetts","1950",12.49280548
"Michigan","1950",11.5221653
"Minnesota","1950",11.3936491
"Mississippi","1950",12.42822075
"Missouri","1950",13.42039204
"Montana","1950",8.690890312
"Nebraska","1950",10.37541103
"Nevada","1950",15.36531925
"New Hampshire","1950",10.65209484
"New Jersey","1950",10.75738621
"New Mexico","1950",12.53085709
"New York","1950",15.43784142
"North Carolina","1950",11.21361065
"North Dakota","1950",8.24133873
"Ohio","1950",12.06746578
"Oklahoma","1950",14.86870003
"Oregon","1950",12.46620369
"Pennsylvania","1950",12.52862072
"Rhode Island","1950",13.97790051
"South Carolina","1950",11.21395683
"South Dakota","1950",8.806128502
"Tennessee","1950",13.43260098
"Texas","1950",15.26747227
"Utah","1950",9.3499403
"Vermont","1950",11.01288414
"Virginia","1950",10.50624275
"Washington","1950",10.63476086
"West Virginia","1950",10.51413059
"Wisconsin","1950",10.54373455
"Wyoming","1950",9.678787231
"Alabama","1951",11.45962334
"Alaska","1951",NA
"Arizona","1951",11.59418678
"Arkansas","1951",11.3331356
"California","1951",11.7899971
"Colorado","1951",11.34318161
"Connecticut","1951",11.75495148
"Delaware","1951",22.56882668
"District of Columbia","1951",10.43994045
"Florida","1951",13.794981
"Georgia","1951",11.10291386
"Hawaii","1951",NA
"Idaho","1951",9.48253727
"Illinois","1951",11.77731705
"Indiana","1951",9.310682297
"Iowa","1951",8.920590401
"Kansas","1951",10.71763039
"Kentucky","1951",10.64620781
"Louisiana","1951",12.88415241
"Maine","1951",9.928739548
"Maryland","1951",10.47898769
"Massachusetts","1951",11.77145863
"Michigan","1951",10.90399551
"Minnesota","1951",10.43714523
"Mississippi","1951",11.55439091
"Missouri","1951",12.59843445
"Montana","1951",8.2949543
"Nebraska","1951",10.13872242
"Nevada","1951",13.19539356
"New Hampshire","1951",9.926390648
"New Jersey","1951",9.756074905
"New Mexico","1951",11.23717117
"New York","1951",14.6022644
"North Carolina","1951",10.85470581
"North Dakota","1951",7.694077969
"Ohio","1951",11.1662035
"Oklahoma","1951",13.40454865
"Oregon","1951",11.96457672
"Pennsylvania","1951",11.51946259
"Rhode Island","1951",12.78319073
"South Carolina","1951",9.383267403
"South Dakota","1951",7.220239162
"Tennessee","1951",11.90318203
"Texas","1951",13.35290527
"Utah","1951",8.975608826
"Vermont","1951",9.40878582
"Virginia","1951",9.661646843
"Washington","1951",10.28821468
"West Virginia","1951",9.761873245
"Wisconsin","1951",9.610402107
"Wyoming","1951",10.1365881
"Alabama","1952",10.56210041
"Alaska","1952",NA
"Arizona","1952",10.58053684
"Arkansas","1952",10.55271816
"California","1952",10.32971191
"Colorado","1952",11.20348835
"Connecticut","1952",12.08607006
"Delaware","1952",18.74965668
"District of Columbia","1952",9.430936813
"Florida","1952",12.36906815
"Georgia","1952",10.32572269
"Hawaii","1952",NA
"Idaho","1952",9.923435211
"Illinois","1952",10.72308826
"Indiana","1952",8.533514977
"Iowa","1952",7.507407665
"Kansas","1952",9.067563057
"Kentucky","1952",10.01689816
"Louisiana","1952",12.26051807
"Maine","1952",8.843993187
"Maryland","1952",9.658207893
"Massachusetts","1952",11.17567253
"Michigan","1952",9.915882111
"Minnesota","1952",9.838199615
"Mississippi","1952",10.29597473
"Missouri","1952",11.74816418
"Montana","1952",8.548192024
"Nebraska","1952",8.742124557
"Nevada","1952",12.44171524
"New Hampshire","1952",8.734565735
"New Jersey","1952",8.584791183
"New Mexico","1952",10.70594501
"New York","1952",12.89920616
"North Carolina","1952",10.34718132
"North Dakota","1952",8.366884232
"Ohio","1952",10.37764454
"Oklahoma","1952",11.61724377
"Oregon","1952",10.81630325
"Pennsylvania","1952",10.96605206
"Rhode Island","1952",11.18946552
"South Carolina","1952",10.31149006
"South Dakota","1952",8.045373917
"Tennessee","1952",11.02654839
