"State","year","vals"
"Texas","1952",12.14080429
"Utah","1952",8.832993507
"Vermont","1952",9.22092247
"Virginia","1952",8.819271088
"Washington","1952",9.133547783
"West Virginia","1952",9.727525711
"Wisconsin","1952",9.099349976
"Wyoming","1952",8.926186562
"Alabama","1953",9.846119881
"Alaska","1953",NA
"Arizona","1953",8.810814857
"Arkansas","1953",10.49228859
"California","1953",9.21945858
"Colorado","1953",9.645040512
"Connecticut","1953",9.680392265
"Delaware","1953",18.34812546
"District of Columbia","1953",9.397249222
"Florida","1953",11.62673187
"Georgia","1953",9.517050743
"Hawaii","1953",NA
"Idaho","1953",7.315033436
"Illinois","1953",9.987586021
"Indiana","1953",8.024981499
"Iowa","1953",8.097848892
"Kansas","1953",8.666938782
"Kentucky","1953",9.509899139
"Louisiana","1953",10.75434494
"Maine","1953",8.932042122
"Maryland","1953",8.59168911
"Massachusetts","1953",9.967770576
"Michigan","1953",9.2184515
"Minnesota","1953",9.575260162
"Mississippi","1953",9.852090836
"Missouri","1953",11.40961266
"Montana","1953",7.031103134
"Nebraska","1953",8.704611778
"Nevada","1953",7.543634892
"New Hampshire","1953",8.82110405
"New Jersey","1953",8.029088974
"New Mexico","1953",8.548242569
"New York","1953",12.09839821
"North Carolina","1953",9.202278137
"North Dakota","1953",7.596477509
"Ohio","1953",9.473731995
"Oklahoma","1953",11.67779446
"Oregon","1953",9.700541496
"Pennsylvania","1953",9.626868248
"Rhode Island","1953",10.29616737
"South Carolina","1953",7.749064445
"South Dakota","1953",7.119790554
"Tennessee","1953",9.844820023
"Texas","1953",11.044034
"Utah","1953",7.707312584
"Vermont","1953",8.79681778
"Virginia","1953",8.053435326
"Washington","1953",8.31818676
"West Virginia","1953",8.141394615
"Wisconsin","1953",8.681799889
"Wyoming","1953",7.134894848
"Alabama","1954",10.86018562
"Alaska","1954",NA
"Arizona","1954",9.908416748
"Arkansas","1954",12.62004089
"California","1954",10.37918949
"Colorado","1954",11.09942818
"Connecticut","1954",10.86566067
"Delaware","1954",21.39858246
"District of Columbia","1954",10.66812038
"Florida","1954",12.5672226
"Georgia","1954",11.18099213
"Hawaii","1954",NA
"Idaho","1954",8.07705307
"Illinois","1954",10.74194622
"Indiana","1954",8.829751968
"Iowa","1954",7.87036705
"Kansas","1954",9.190540314
"Kentucky","1954",11.17162514
"Louisiana","1954",11.82713604
"Maine","1954",8.999437332
"Maryland","1954",9.320983887
"Massachusetts","1954",10.50538731
"Michigan","1954",9.893462181
"Minnesota","1954",9.791265488
"Mississippi","1954",10.72660255
"Missouri","1954",11.7679882
"Montana","1954",7.623132706
"Nebraska","1954",8.881088257
"Nevada","1954",10.70838642
"New Hampshire","1954",9.376930237
"New Jersey","1954",9.261460304
"New Mexico","1954",9.228604317
"New York","1954",13.14579296
"North Carolina","1954",9.944681168
"North Dakota","1954",7.102817535
"Ohio","1954",9.563323021
"Oklahoma","1954",12.48052406
"Oregon","1954",10.1825943
"Pennsylvania","1954",10.67605114
"Rhode Island","1954",11.06298733
"South Carolina","1954",8.520317078
"South Dakota","1954",7.291818619
"Tennessee","1954",10.38115978
"Texas","1954",12.12962246
"Utah","1954",8.860830307
"Vermont","1954",9.047359467
"Virginia","1954",9.040710449
"Washington","1954",8.415088654
"West Virginia","1954",10.03921986
"Wisconsin","1954",8.690359116
"Wyoming","1954",8.838842392
"Alabama","1955",11.08806992
"Alaska","1955",NA
"Arizona","1955",10.55589294
"Arkansas","1955",11.33127022
"California","1955",10.64575863
"Colorado","1955",10.9932394
"Connecticut","1955",11.21526337
"Delaware","1955",23.40069962
"District of Columbia","1955",11.43587399
"Florida","1955",13.20050049
"Georgia","1955",10.34167099
"Hawaii","1955",NA
"Idaho","1955",8.148692131
"Illinois","1955",10.08845901
"Indiana","1955",8.796328545
"Iowa","1955",9.163275719
"Kansas","1955",9.239443779
"Kentucky","1955",10.80970478
"Louisiana","1955",12.12233257
"Maine","1955",9.517220497
"Maryland","1955",9.106036186
"Massachusetts","1955",12.19272804
"Michigan","1955",9.28854847
"Minnesota","1955",10.31662083
"Mississippi","1955",10.28240299
"Missouri","1955",11.67332268
"Montana","1955",7.501065254
"Nebraska","1955",9.749827385
"Nevada","1955",11.02047634
"New Hampshire","1955",9.219894409
"New Jersey","1955",9.064455986
"New Mexico","1955",9.605800629
"New York","1955",14.22556019
"North Carolina","1955",10.36151791
"North Dakota","1955",7.549364567
"Ohio","1955",10.00636101
"Oklahoma","1955",12.02861977
"Oregon","1955",9.281241417
"Pennsylvania","1955",10.86889172
"Rhode Island","1955",14.01606369
"South Carolina","1955",8.745173454
"South Dakota","1955",7.717988491
"Tennessee","1955",11.1061573
"Texas","1955",11.96532631
"Utah","1955",8.382159233
"Vermont","1955",10.23097706
"Virginia","1955",8.955643654
"Washington","1955",9.140169144
"West Virginia","1955",9.825909615
"Wisconsin","1955",9.319651604
"Wyoming","1955",7.972155094
"Alabama","1956",10.5114603
"Alaska","1956",NA
"Arizona","1956",10.45920467
"Arkansas","1956",11.31190205
"California","1956",9.457140923
"Colorado","1956",11.45851803
"Connecticut","1956",10.93408871
"Delaware","1956",18.40008926
"District of Columbia","1956",11.31400394
"Florida","1956",13.50617123
"Georgia","1956",10.1093874
"Hawaii","1956",NA
"Idaho","1956",9.283312798
"Illinois","1956",10.43225002
"Indiana","1956",8.953526497
"Iowa","1956",8.353321075
"Kansas","1956",9.001286507
"Kentucky","1956",10.6060915
"Louisiana","1956",11.60127354
"Maine","1956",8.911493301
"Maryland","1956",8.608599663
"Massachusetts","1956",10.22378731
"Michigan","1956",9.943359375
"Minnesota","1956",9.957864761
"Mississippi","1956",10.82430458
"Missouri","1956",11.27653217
"Montana","1956",7.250645161
"Nebraska","1956",9.798778534
"Nevada","1956",10.13737297
"New Hampshire","1956",8.123913765
"New Jersey","1956",9.14322567
"New Mexico","1956",9.159870148
"New York","1956",12.8225565
"North Carolina","1956",9.890724182
"North Dakota","1956",7.478754044
"Ohio","1956",9.733734131
"Oklahoma","1956",11.53788757
"Oregon","1956",10.54566765
"Pennsylvania","1956",11.27866364
"Rhode Island","1956",10.59218693
"South Carolina","1956",8.872865677
"South Dakota","1956",8.427144051
"Tennessee","1956",10.81536007
"Texas","1956",11.00082684
"Utah","1956",8.607672691
"Vermont","1956",9.587985992
"Virginia","1956",9.083263397
"Washington","1956",8.574682236
"West Virginia","1956",9.863142967
"Wisconsin","1956",9.334252357
"Wyoming","1956",9.551685333
"Alabama","1957",9.757862091
"Alaska","1957",NA
"Arizona","1957",10.00372791
"Arkansas","1957",10.08943558
"California","1957",9.164719582
"Colorado","1957",9.464520454
"Connecticut","1957",9.635712624
"Delaware","1957",18.50309753
"District of Columbia","1957",10.61461449
"Florida","1957",12.14399433
"Georgia","1957",10.0678339
"Hawaii","1957",NA
"Idaho","1957",9.735805511
"Illinois","1957",9.908082008
"Indiana","1957",8.727556229
"Iowa","1957",7.82516098
"Kansas","1957",9.042854309
"Kentucky","1957",11.65816975
"Louisiana","1957",10.68081284
"Maine","1957",8.720505714
"Maryland","1957",8.284888268
"Massachusetts","1957",9.987884521
"Michigan","1957",9.437860489
"Minnesota","1957",9.41836834
"Mississippi","1957",10.28380966
"Missouri","1957",11.12789345
"Montana","1957",7.879361153
"Nebraska","1957",7.992417812
"Nevada","1957",10.25071716
"New Hampshire","1957",8.415319443
"New Jersey","1957",8.531637192
"New Mexico","1957",9.871973991
"New York","1957",11.92207909
"North Carolina","1957",9.964277267
"North Dakota","1957",7.440302372
"Ohio","1957",9.332825661
"Oklahoma","1957",12.61756897
"Oregon","1957",8.742268562
"Pennsylvania","1957",10.65285015
"Rhode Island","1957",10.64254475
"South Carolina","1957",8.51331234
"South Dakota","1957",6.841851711
"Tennessee","1957",10.55690098
"Texas","1957",10.82162094
"Utah","1957",8.386473656
"Vermont","1957",9.018956184
"Virginia","1957",8.324632645
"Washington","1957",8.480368614
"West Virginia","1957",9.49328804
"Wisconsin","1957",9.297515869
"Wyoming","1957",7.725087166
"Alabama","1958",10.22345066
"Alaska","1958",NA
"Arizona","1958",9.886072159
"Arkansas","1958",10.89493465
"California","1958",9.496524811
"Colorado","1958",9.59112072
"Connecticut","1958",10.52299881
"Delaware","1958",18.17619133
"District of Columbia","1958",10.52457047
"Florida","1958",11.51538658
"Georgia","1958",9.787387848
"Hawaii","1958",NA
"Idaho","1958",8.168298721
"Illinois","1958",9.994913101
"Indiana","1958",8.514306068
"Iowa","1958",8.184541702
"Kansas","1958",8.50527668
"Kentucky","1958",10.11508274
"Louisiana","1958",10.24359703
"Maine","1958",9.074986458
"Maryland","1958",8.308242798
"Massachusetts","1958",10.59533596
"Michigan","1958",9.285433769
"Minnesota","1958",9.586968422
"Mississippi","1958",9.77298069
"Missouri","1958",10.57628632
"Montana","1958",7.603216648
"Nebraska","1958",8.451366425
"Nevada","1958",10.15321159
"New Hampshire","1958",8.603282928
"New Jersey","1958",9.523637772
"New Mexico","1958",7.82392168
"New York","1958",12.22018909
"North Carolina","1958",9.234843254
"North Dakota","1958",7.259089947
"Ohio","1958",9.509962082
"Oklahoma","1958",10.38947964
"Oregon","1958",10.14133453
"Pennsylvania","1958",10.77620316
"Rhode Island","1958",10.85245991
"South Carolina","1958",8.166077614
"South Dakota","1958",7.707749367
"Tennessee","1958",11.10009384
"Texas","1958",10.56119442
"Utah","1958",7.641597748
"Vermont","1958",9.720788956
"Virginia","1958",8.238233566
"Washington","1958",8.958533287
"West Virginia","1958",9.604474068
"Wisconsin","1958",8.68135643
"Wyoming","1958",7.821685791
"Alabama","1959",10.58468246
"Alaska","1959",4.177683353
"Arizona","1959",10.94211483
"Arkansas","1959",11.18720055
"California","1959",9.910672188
"Colorado","1959",9.535655975
"Connecticut","1959",10.45306492
"Delaware","1959",18.5292263
"District of Columbia","1959",13.38284492
"Florida","1959",12.31215572
"Georgia","1959",9.783462524
"Hawaii","1959",8.706816673
"Idaho","1959",8.498794556
"Illinois","1959",10.22678661
"Indiana","1959",8.702788353
"Iowa","1959",8.710597992
"Kansas","1959",8.692547798
"Kentucky","1959",9.945505142
"Louisiana","1959",12.99265766
"Maine","1959",8.016403198
"Maryland","1959",10.0726862
"Massachusetts","1959",10.72023201
"Michigan","1959",8.900921822
"Minnesota","1959",9.849241257
"Mississippi","1959",10.23355865
"Missouri","1959",10.77592087
"Montana","1959",8.771892548
"Nebraska","1959",8.568065643
"Nevada","1959",8.358091354
"New Hampshire","1959",8.392152786
"New Jersey","1959",9.188551903
"New Mexico","1959",8.631709099
"New York","1959",13.14155293
"North Carolina","1959",9.678161621
"North Dakota","1959",7.659568787
"Ohio","1959",9.33839798
"Oklahoma","1959",10.80922985
"Oregon","1959",10.22069073
"Pennsylvania","1959",10.94672203
"Rhode Island","1959",9.80133152
"South Carolina","1959",8.948191643
"South Dakota","1959",7.804616928
"Tennessee","1959",10.71215248
"Texas","1959",10.8560009
"Utah","1959",9.257712364
"Vermont","1959",7.581145763
"Virginia","1959",8.530983925
"Washington","1959",8.898760796
"West Virginia","1959",9.223731995
"Wisconsin","1959",8.744420052
"Wyoming","1959",8.149385452
"Alabama","1960",9.931370735
"Alaska","1960",4.859967232
"Arizona","1960",10.62725163
"Arkansas","1960",10.66743183
"California","1960",9.332025528
"Colorado","1960",9.183785439
"Connecticut","1960",10.32422733
"Delaware","1960",17.08806801
"District of Columbia","1960",11.25576496
"Florida","1960",11.38602734
"Georgia","1960",10.32239151
"Hawaii","1960",9.101061821
"Idaho","1960",7.950275421
"Illinois","1960",9.967461586
"Indiana","1960",8.511059761
"Iowa","1960",8.735642433
"Kansas","1960",8.899120331
"Kentucky","1960",9.779443741
"Louisiana","1960",11.03634644
"Maine","1960",8.147637367
"Maryland","1960",8.643421173
"Massachusetts","1960",10.66384315
"Michigan","1960",8.934084892
"Minnesota","1960",9.748857498
"Mississippi","1960",9.825400352
"Missouri","1960",10.47106361
"Montana","1960",7.668779373
"Nebraska","1960",9.106247902
"Nevada","1960",8.511156082
"New Hampshire","1960",7.749932289
"New Jersey","1960",8.65871048
"New Mexico","1960",8.038207054
"New York","1960",11.60473537
"North Carolina","1960",9.340219498
"North Dakota","1960",6.588601589
"Ohio","1960",9.399609566
"Oklahoma","1960",10.38894081
"Oregon","1960",9.5928545
"Pennsylvania","1960",9.596910477
"Rhode Island","1960",9.635259628
"South Carolina","1960",8.553359985
"South Dakota","1960",7.136387825
"Tennessee","1960",10.9457283
"Texas","1960",10.71125889
"Utah","1960",8.109970093
"Vermont","1960",7.774820805
"Virginia","1960",8.739485741
"Washington","1960",8.11041069
"West Virginia","1960",8.863362312
"Wisconsin","1960",8.652041435
"Wyoming","1960",7.992048264
"Alabama","1961",9.350663185
"Alaska","1961",5.471930027
"Arizona","1961",9.943376541
"Arkansas","1961",10.74574757
"California","1961",9.702137947
"Colorado","1961",9.882745743
"Connecticut","1961",10.74469471
"Delaware","1961",17.53149986
"District of Columbia","1961",11.44390583
"Florida","1961",11.96638966
"Georgia","1961",10.35294151
"Hawaii","1961",9.695033073
"Idaho","1961",8.075837135
"Illinois","1961",10.44793129
"Indiana","1961",8.799515724
"Iowa","1961",9.061676025
"Kansas","1961",9.288356781
"Kentucky","1961",10.0593338
"Louisiana","1961",10.91987133
"Maine","1961",9.297176361
"Maryland","1961",8.73818779
"Massachusetts","1961",10.24460602
"Michigan","1961",9.629921913
"Minnesota","1961",10.03501034
"Mississippi","1961",10.06119156
"Missouri","1961",11.25041866
"Montana","1961",8.611278534
"Nebraska","1961",10.08719921
"Nevada","1961",10.50465012
"New Hampshire","1961",8.637469292
"New Jersey","1961",9.458515167
"New Mexico","1961",8.42603302
"New York","1961",12.86196804
"North Carolina","1961",9.710365295
"North Dakota","1961",7.421752453
"Ohio","1961",9.831225395
"Oklahoma","1961",11.4227047
"Oregon","1961",9.567379951
"Pennsylvania","1961",10.14790154
"Rhode Island","1961",10.5256443
"South Carolina","1961",8.520702362
"South Dakota","1961",7.11003828
"Tennessee","1961",10.79362583
"Texas","1961",10.93073273
"Utah","1961",8.15140152
"Vermont","1961",8.345038414
"Virginia","1961",8.809007645
"Washington","1961",8.602714539
"West Virginia","1961",8.93951416
"Wisconsin","1961",8.835063934
"Wyoming","1961",7.92144537
"Alabama","1962",9.506201744
"Alaska","1962",4.704111099
"Arizona","1962",9.709181786
"Arkansas","1962",10.88145733
"California","1962",8.835660934
"Colorado","1962",9.243542671
"Connecticut","1962",9.772614479
"Delaware","1962",16.94824791
"District of Columbia","1962",10.91058064
"Florida","1962",11.3098135
"Georgia","1962",9.788434029
"Hawaii","1962",7.429714203
"Idaho","1962",7.378673077
"Illinois","1962",9.732906342
"Indiana","1962",8.37798214
"Iowa","1962",8.252339363
"Kansas","1962",8.908359528
"Kentucky","1962",9.430397987
"Louisiana","1962",10.66838169
"Maine","1962",8.232517242
"Maryland","1962",8.282217979
"Massachusetts","1962",9.458342552
"Michigan","1962",9.070123672
"Minnesota","1962",9.32556057
"Mississippi","1962",10.31989002
"Missouri","1962",10.24934387
"Montana","1962",6.939401627
"Nebraska","1962",8.405931473
"Nevada","1962",8.839941978
"New Hampshire","1962",7.702196121
"New Jersey","1962",8.537905693
"New Mexico","1962",8.004022598
"New York","1962",11.24146652
"North Carolina","1962",9.789647102
"North Dakota","1962",6.146704674
"Ohio","1962",9.174444199
"Oklahoma","1962",10.83727551
"Oregon","1962",9.253329277
"Pennsylvania","1962",9.722032547
"Rhode Island","1962",9.80929184
"South Carolina","1962",8.589857101
"South Dakota","1962",6.730588436
"Tennessee","1962",10.9920435
"Texas","1962",10.5134306
"Utah","1962",7.426068783
"Vermont","1962",8.753988266
"Virginia","1962",8.575645447
"Washington","1962",8.06008625
"West Virginia","1962",8.869441032
"Wisconsin","1962",8.472369194
"Wyoming","1962",7.938680649
"Alabama","1963",10.04532528
"Alaska","1963",4.686896324
"Arizona","1963",9.532828331
"Arkansas","1963",11.09479237
"California","1963",8.765789032
"Colorado","1963",9.468811035
"Connecticut","1963",9.683961868
"Delaware","1963",17.13990402
"District of Columbia","1963",10.87956047
"Florida","1963",11.34380627
"Georgia","1963",9.728894234
"Hawaii","1963",7.15717268
"Idaho","1963",8.041425705
"Illinois","1963",9.443937302
"Indiana","1963",8.410346031
"Iowa","1963",7.862977505
"Kansas","1963",9.001953125
"Kentucky","1963",9.778868675
"Louisiana","1963",10.42291737
"Maine","1963",8.50314045
"Maryland","1963",8.208665848
"Massachusetts","1963",9.445972443
"Michigan","1963",9.149060249
"Minnesota","1963",9.182134628
"Mississippi","1963",10.03326035
"Missouri","1963",10.52841854
"Montana","1963",7.07943964
"Nebraska","1963",8.888907433
"Nevada","1963",9.376607895
"New Hampshire","1963",8.480718613
"New Jersey","1963",8.366081238
"New Mexico","1963",7.937359333
"New York","1963",11.2491684
"North Carolina","1963",9.667658806
"North Dakota","1963",6.771746159
"Ohio","1963",9.446344376
"Oklahoma","1963",11.05081749
"Oregon","1963",9.121565819
"Pennsylvania","1963",10.00549698
"Rhode Island","1963",9.963945389
"South Carolina","1963",8.645027161
"South Dakota","1963",6.995639324
"Tennessee","1963",10.97207546
"Texas","1963",10.62977505
"Utah","1963",7.576193333
"Vermont","1963",9.275418282
"Virginia","1963",8.853470802
"Washington","1963",8.292180061
"West Virginia","1963",9.225352287
"Wisconsin","1963",8.7013731
"Wyoming","1963",9.743618965
"Alabama","1964",11.37712097
"Alaska","1964",4.855094433
"Arizona","1964",10.10141182
"Arkansas","1964",12.45202637
"California","1964",9.503493309
"Colorado","1964",9.456905365
"Connecticut","1964",11.4109602
"Delaware","1964",23.39656067
"District of Columbia","1964",12.27420807
"Florida","1964",12.5863142
"Georgia","1964",10.69403839
"Hawaii","1964",7.223338604
"Idaho","1964",9.205482483
"Illinois","1964",10.12508965
"Indiana","1964",9.452858925
"Iowa","1964",9.144929886
"Kansas","1964",9.715303421
"Kentucky","1964",11.27533054
"Louisiana","1964",11.59356213
"Maine","1964",10.33263683
"Maryland","1964",9.144935608
"Massachusetts","1964",9.98829937
"Michigan","1964",9.598252296
"Minnesota","1964",10.15324306
"Mississippi","1964",11.78268909
"Missouri","1964",10.99138451
"Montana","1964",8.757304192
"Nebraska","1964",9.546260834
"Nevada","1964",9.664886475
"New Hampshire","1964",9.109807014
"New Jersey","1964",9.163000107
"New Mexico","1964",8.943289757
"New York","1964",12.48523331
"North Carolina","1964",10.54806232
"North Dakota","1964",8.20942688
"Ohio","1964",9.886588097
"Oklahoma","1964",11.84896946
"Oregon","1964",10.07529259
"Pennsylvania","1964",10.63907909
"Rhode Island","1964",10.78215599
"South Carolina","1964",10.47606659
"South Dakota","1964",9.272542
"Tennessee","1964",11.97893429
"Texas","1964",11.4215641
"Utah","1964",8.685131073
"Vermont","1964",10.63132572
"Virginia","1964",9.114618301
"Washington","1964",9.2666502
"West Virginia","1964",10.88681698
"Wisconsin","1964",9.255529404
"Wyoming","1964",8.664819717
"Alabama","1965",11.08544731
"Alaska","1965",5.192546844
"Arizona","1965",10.84235954
"Arkansas","1965",13.35164452
"California","1965",9.845918655
"Colorado","1965",9.329995155
"Connecticut","1965",12.17474079
"Delaware","1965",25.28660965
"District of Columbia","1965",11.44499111
"Florida","1965",12.88660145
"Georgia","1965",10.82829857
"Hawaii","1965",8.099966049
"Idaho","1965",8.655630112
"Illinois","1965",10.81408978
"Indiana","1965",9.320530891
"Iowa","1965",8.981897354
"Kansas","1965",9.75740242
"Kentucky","1965",11.2643013
"Louisiana","1965",12.15573025
"Maine","1965",10.42797756
"Maryland","1965",9.438686371
"Massachusetts","1965",10.83572292
"Michigan","1965",9.757886887
"Minnesota","1965",10.10583591
"Mississippi","1965",12.85579395
"Missouri","1965",11.40846443
"Montana","1965",8.311959267
"Nebraska","1965",9.439491272
"Nevada","1965",9.921037674
"New Hampshire","1965",9.221922874
"New Jersey","1965",9.70641613
"New Mexico","1965",9.480248451
"New York","1965",13.61931992
"North Carolina","1965",11.36447811
"North Dakota","1965",7.406084061
"Ohio","1965",10.74721527
"Oklahoma","1965",11.9766531
"Oregon","1965",10.17738628
"Pennsylvania","1965",10.8343029
"Rhode Island","1965",10.86215401
"South Carolina","1965",10.28400517
"South Dakota","1965",8.218231201
"Tennessee","1965",11.89514732
"Texas","1965",11.50957584
"Utah","1965",8.889413834
"Vermont","1965",10.65808487
"Virginia","1965",9.442171097
"Washington","1965",9.151768684
"West Virginia","1965",11.67896557
"Wisconsin","1965",9.155281067
"Wyoming","1965",8.745684624
"Alabama","1966",10.76857853
"Alaska","1966",4.557161808
"Arizona","1966",9.680957794
"Arkansas","1966",11.94287586
"California","1966",9.140298843
"Colorado","1966",8.940520287
"Connecticut","1966",11.3424511
"Delaware","1966",17.08176613
"District of Columbia","1966",11.18693924
"Florida","1966",11.8443079
"Georgia","1966",10.01766491
"Hawaii","1966",7.455459595
"Idaho","1966",8.392864227
"Illinois","1966",10.34802437
"Indiana","1966",8.712133408
"Iowa","1966",8.134978294
"Kansas","1966",9.380919456
"Kentucky","1966",10.3264389
"Louisiana","1966",11.30844975
"Maine","1966",9.201685905
"Maryland","1966",8.64316082
"Massachusetts","1966",10.38303757
"Michigan","1966",9.235173225
"Minnesota","1966",9.670645714
"Mississippi","1966",12.30012608
"Missouri","1966",10.14825821
"Montana","1966",7.623393059
"Nebraska","1966",8.762381554
"Nevada","1966",9.576662064
"New Hampshire","1966",8.674882889
"New Jersey","1966",9.205306053
"New Mexico","1966",8.864660263
"New York","1966",13.10189247
"North Carolina","1966",10.54609299
"North Dakota","1966",7.129546642
"Ohio","1966",9.330320358
"Oklahoma","1966",11.00580406
"Oregon","1966",9.171030998
"Pennsylvania","1966",10.24519062
"Rhode Island","1966",10.189394
"South Carolina","1966",9.736023903
"South Dakota","1966",7.553594589
"Tennessee","1966",11.15324211
"Texas","1966",11.02404118
"Utah","1966",7.817948818
"Vermont","1966",9.450974464
"Virginia","1966",8.942214012
"Washington","1966",8.372535706
"West Virginia","1966",10.26259327
"Wisconsin","1966",8.666843414
"Wyoming","1966",9.34946537
"Alabama","1967",10.53176212
"Alaska","1967",4.745443344
"Arizona","1967",10.19180584
"Arkansas","1967",11.5250721
"California","1967",9.90674305
"Colorado","1967",9.453904152
"Connecticut","1967",12.67294502
"Delaware","1967",15.41654778
"District of Columbia","1967",10.94800854
"Florida","1967",12.46614552
"Georgia","1967",10.01658058
"Hawaii","1967",7.869699955
"Idaho","1967",9.250489235
"Illinois","1967",10.80470467
"Indiana","1967",9.229542732
"Iowa","1967",8.49920845
"Kansas","1967",9.68333149
"Kentucky","1967",10.2856369
"Louisiana","1967",10.85215569
"Maine","1967",9.958679199
"Maryland","1967",8.882951736
"Massachusetts","1967",10.9244957
"Michigan","1967",9.616578102
"Minnesota","1967",9.720188141
"Mississippi","1967",11.29570675
"Missouri","1967",10.97867107
"Montana","1967",8.653131485
"Nebraska","1967",10.01856136
"Nevada","1967",10.73852539
"New Hampshire","1967",8.739006042
"New Jersey","1967",10.12996387
"New Mexico","1967",8.678869247
"New York","1967",14.82502651
"North Carolina","1967",10.048069
"North Dakota","1967",7.866328239
"Ohio","1967",9.884792328
"Oklahoma","1967",11.25681877
"Oregon","1967",9.651818275
"Pennsylvania","1967",10.48706245
"Rhode Island","1967",10.95498276
"South Carolina","1967",9.316666603
"South Dakota","1967",8.073072433
"Tennessee","1967",11.25142002
"Texas","1967",11.53716087
"Utah","1967",8.112847328
"Vermont","1967",9.526120186
"Virginia","1967",8.816710472
"Washington","1967",8.576489449
"West Virginia","1967",10.02998257
"Wisconsin","1967",9.242086411
"Wyoming","1967",8.49090004
"Alabama","1968",10.85171795
"Alaska","1968",5.459494114
"Arizona","1968",10.68944645
"Arkansas","1968",11.85548401
"California","1968",10.30134201
"Colorado","1968",9.984184265
"Connecticut","1968",14.53290653
"Delaware","1968",14.13422203
"District of Columbia","1968",10.97547436
"Florida","1968",13.51022911
"Georgia","1968",10.85944366
"Hawaii","1968",7.85233736
"Idaho","1968",9.094920158
"Illinois","1968",11.13925457
"Indiana","1968",9.860776901
"Iowa","1968",9.118083954
"Kansas","1968",10.89138222
"Kentucky","1968",10.83075523
"Louisiana","1968",11.02550983
"Maine","1968",10.12670135
"Maryland","1968",9.733286858
"Massachusetts","1968",11.31432438
"Michigan","1968",9.538280487
"Minnesota","1968",10.1057663
"Mississippi","1968",11.28173542
"Missouri","1968",11.51655865
"Montana","1968",8.746163368
"Nebraska","1968",10.03713512
"Nevada","1968",13.54299164
"New Hampshire","1968",9.713383675
"New Jersey","1968",10.30200863
"New Mexico","1968",8.648025513
"New York","1968",14.76961136
"North Carolina","1968",10.68795586
"North Dakota","1968",8.369568825
"Ohio","1968",10.23785496
"Oklahoma","1968",11.76808548
"Oregon","1968",10.26772404
"Pennsylvania","1968",10.99340439
"Rhode Island","1968",10.93099499
"South Carolina","1968",9.628519058
"South Dakota","1968",8.663908958
"Tennessee","1968",11.60046577
"Texas","1968",12.25192642
"Utah","1968",8.782352448
"Vermont","1968",9.722661972
"Virginia","1968",9.22140789
"Washington","1968",9.108647346
"West Virginia","1968",10.42890453
"Wisconsin","1968",9.44603157
"Wyoming","1968",9.622364998
"Alabama","1969",10.16917801
"Alaska","1969",5.187546253
"Arizona","1969",9.92723465
"Arkansas","1969",11.32751274
"California","1969",9.405918121
"Colorado","1969",9.44599247
"Connecticut","1969",12.17079067
"Delaware","1969",13.14455509
"District of Columbia","1969",11.13861942
"Florida","1969",12.35138607
"Georgia","1969",11.01063728
"Hawaii","1969",7.835878849
"Idaho","1969",8.477754593
"Illinois","1969",10.25282097
"Indiana","1969",9.125337601
"Iowa","1969",8.354250908
"Kansas","1969",9.652644157
"Kentucky","1969",10.05111313
"Louisiana","1969",11.13212013
"Maine","1969",9.299525261
"Maryland","1969",9.232526779
"Massachusetts","1969",10.31803608
"Michigan","1969",9.392131805
"Minnesota","1969",9.605797768
"Mississippi","1969",10.68259811
"Missouri","1969",10.81335354
"Montana","1969",8.286125183
"Nebraska","1969",9.101311684
"Nevada","1969",13.95012569
"New Hampshire","1969",8.197646141
"New Jersey","1969",10.0615263
"New Mexico","1969",8.649280548
"New York","1969",13.07340908
"North Carolina","1969",9.980390549
"North Dakota","1969",7.256106377
"Ohio","1969",9.537347794
"Oklahoma","1969",11.04784012
"Oregon","1969",9.596428871
"Pennsylvania","1969",10.07935524
"Rhode Island","1969",9.840496063
"South Carolina","1969",9.17784977
"South Dakota","1969",8.377378464
"Tennessee","1969",11.24915409
"Texas","1969",11.2684803
"Utah","1969",8.422420502
"Vermont","1969",9.118575096
"Virginia","1969",8.477103233
"Washington","1969",8.35132885
"West Virginia","1969",10.15050316
"Wisconsin","1969",8.70296669
"Wyoming","1969",8.686641693
"Alabama","1970",9.476951599
"Alaska","1970",4.956270218
"Arizona","1970",8.747608185
"Arkansas","1970",10.12246132
"California","1970",8.31540966
"Colorado","1970",7.986058712
"Connecticut","1970",9.887606621
"Delaware","1970",11.3821516
"District of Columbia","1970",10.45381165
"Florida","1970",10.63887978
"Georgia","1970",9.274075508
"Hawaii","1970",6.503470898
"Idaho","1970",7.557054043
"Illinois","1970",8.859334946
"Indiana","1970",8.43625927
"Iowa","1970",7.611005306
"Kansas","1970",8.651280403
"Kentucky","1970",9.728922844
"Louisiana","1970",9.926698685
"Maine","1970",8.445319176
"Maryland","1970",7.471951008
"Massachusetts","1970",9.020115852
"Michigan","1970",8.564853668
"Minnesota","1970",8.188309669
"Mississippi","1970",9.765627861
"Missouri","1970",9.281299591
"Montana","1970",7.304083824
"Nebraska","1970",8.081963539
"Nevada","1970",8.598873138
"New Hampshire","1970",8.184078217
"New Jersey","1970",8.523524284
"New Mexico","1970",8.273917198
"New York","1970",10.811409
"North Carolina","1970",9.118852615
"North Dakota","1970",7.027564049
